Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-050114,2015-09,03/01/2012 12:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,3821,CLEVELAND AVE,27, , ,3821,CLEVELAND,893319.1,1011437
15-050121,2015-09,03/01/2015 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4628,MORAINE AVE,69, , ,4628,MORAINE,897652.3,1036980
15-049708,2015-09,03/01/2015 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4544,HARRIS AVE,68, , ,4544,HARRIS,899449,1035002
15-010498,2015-09,03/07/2015 17:00, , , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4338,COMPTON,17, , ,4338,COMPTON,0,0
15-010498,2015-09,03/07/2015 17:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4338,COMPTON,17, , ,4338,COMPTON,0,0
15-011736,2015-09,03/15/2015 08:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,701,CONVENTION PZ,35,EDWARD JONES DOME GARAGE, ,701,CONVENTION,0,0
15-046877,2015-09,03/18/2015 15:30,Y, , ,1, , 73413,2,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,3721,S GRAND BLVD,15,ALDI S,ALDI S PARKING LOT,3721,GRAND,893385.4,1003893
15-046247,2015-09,04/01/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-047078,2015-09,04/04/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , , ,UNKNOWN,0,0
15-044514,2015-09,04/05/2015 14:07,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,7600,HALL ST,79,MEDIUM SECURITY INSTITUTION,KNOWN AS M.S.I. OR CITY WORKHOUSE,7600,HALL,899461.2,1045874
15-049943,2015-09,04/06/2014 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4748,GREER AVE,55, , ,4748,GREER,891962.6,1032847
15-049925,2015-09,04/07/2015 09:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1317,MARCUS AVE,54, , ,1317,MARCUS,890134.4,1028802
15-048164,2015-09,04/07/2015 09:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1317,MARCUS AVE,54, , ,1317,MARCUS,890134.4,1028802
15-048167,2015-09,04/08/2015 07:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5461,DELMAR BLVD,49, , ,5461,DELMAR,883561.5,1027076
15-016640,2015-09,04/09/2015 16:15, , , ,1, , 44016,4,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC,3699,VANDEVENTER,59,FAIRGROUND PARK, ,3025,VINE GROVE,0,0
15-016640,2015-09,04/09/2015 16:15, , , ,-1, , 44013,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",3699,VANDEVENTER,59,FAIRGROUND PARK, ,3025,VINE GROVE,0,0
15-049667,2015-09,04/14/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-046968,2015-09,04/15/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-018620,2015-09,04/18/2015 15:21, , , ,-1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1900,UTAH,22, ,NORTH ALLEY AT LEMP,1925,UTAH,0,0
15-050001,2015-09,04/20/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , , ,UNKNOWN,0,0
15-050005,2015-09,04/20/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , , ,UNKNOWN,0,0
15-031518,2015-09,04/22/2015 00:01,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,2034,LUCAS AVE,36, , ,2034,LUCAS,903754.4,1020055
15-019808,2015-09,04/24/2015 16:18, , , ,-1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3671,GRAND,15,FOREVER YOUNG BEAUTY SUPPLY, ,3671,GRAND,0,0
15-020870,2015-09,04/30/2015 12:45,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4509,S GRAND BLVD,16, ,4 FAMILY FLAT,4509,GRAND,892492.8,999285.6
15-044512,2015-09,05/01/2012 00:01,Y, , ,1, ,179100,2,RISKING INFECTION OF ANOTHER BY HIV,3500,BAMBERGER AVE,15, , ,1900,OLIVE,0,0
15-044257,2015-09,05/05/2015 10:15,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,1242,HAMPTON AVE,41, ,@JACK IN THE BOX- HAMPTON,1242,HAMPTON,880981.5,1017155
15-045873,2015-09,05/05/2015 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,3339,AUBERT AVE,55, , ,3339,AUBERT,890952.5,1034452
15-023048,2015-09,05/12/2015 00:11, , , ,-1, ,115200,4,FRAUD-STEALING BY DECEIT/UNDER $150,1133,WASHINGTON,35, ,@BEST WESTERN HOTEL,1133,WASHINGTON,0,0
15-046808,2015-09,05/14/2015 08:25,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,6487,MANCHESTER AVE,43,COLOMBO S CHECK CASHING, ,6487,MANCHESTER,878180.7,1014948
15-023838,2015-09,05/16/2015 07:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4766,PLOVER AVE,72, , ,4766,PLOVER,889596.5,1041921
15-047419,2015-09,05/18/2015 13:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2028,E OBEAR AVE,66, , ,2028,OBEAR,903209.7,1033402
14-024919,2015-09,05/24/2014 20:00, , , ,-1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR, , ,1, , , , ,0,0
15-025287,2015-09,05/24/2015 02:56,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / I 64 WESTBOUND,35, , , , ,908310.1,1015095
15-047490,2015-09,05/25/2015 15:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,3935,ENRIGHT AVE,58,PAMOJA ACADEMY, ,801,11TH,895004.9,1023881
15-025956,2015-09,05/27/2015 19:50,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3774,ROBERT AVE,4, , ,7301,FIELD,885943.4,992084.2
15-045989,2015-09,05/27/2015 22:22,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,1407,WASHINGTON AVE,36, , ,1407,WASHINGTON,906005.4,1019294
15-045649,2015-09,05/28/2015 10:34,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4448,FARLIN AVE,69, , ,4448,FARLIN,895570.9,1034068
15-044487,2015-09,05/29/2015 10:00,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,3300,S KINGSHIGHWAY BLVD,15,MCMAHON FORD, ,3300,KINGSHIGHWAY,885993.2,1007022
15-047709,2015-09,05/29/2015 14:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4954,WEST PINE BLVD,38, , ,4954,WEST PINE,887603.6,1022614
15-049735,2015-09,05/30/2015 11:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4303,E FAIRFAX CT,58, , ,4303,FAIRFAX,892742.4,1025874
15-044932,2015-09,06/01/2010 00:01,Y, , ,1, ,177000,1,SEX OFFNS-INCEST,8700,S BROADWAY,2, ,PARKING LOT,8700,BROADWAY,0,0
15-045348,2015-09,06/01/2015 08:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5068,MIAMI ST,14, , ,4068,MIAMI,883564.2,1005846
15-044505,2015-09,06/01/2015 15:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3628,HYDRAULIC AVE,15, , ,3628,HYDRAULIC,891627.5,1004010
15-026910,2015-09,06/01/2015 23:42,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3739,DUNNICA AVE,16, , ,3739,DUNNICA,892139.4,1003057
15-039337,2015-09,06/07/2015 00:39,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,600,S VANDEVENTER AVE,37,LACLEDE CAB,CAB COMPANY,600,VANDEVENTER,893390.3,1018738
15-046884,2015-09,06/11/2015 06:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,200,S TUCKER BLVD,35, ,@CITY JUSTICE CENTER,200,TUCKER,906343.9,1016785
15-046543,2015-09,06/12/2015 13:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5131,VERMONT AVE,1, , ,5131,VERMONT,892918.8,995935
15-046915,2015-09,06/15/2015 00:01,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,1122,WASHINGTON AVE,35,RESTAURANT,COPIA,1122,WASHINGTON,907067.3,1018844
15-029544,2015-09,06/15/2015 17:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,6718,VIRGINIA AVE,1, , ,6718,VIRGINIA,890388.4,991334.9
15-047203,2015-09,06/17/2015 11:20,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,580,S GRAND BLVD,37,GRAND METRO LINK,METRO LINK AGENCY,3560,SCOTT,895809.9,1018289
15-046107,2015-09,06/18/2015 00:01,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5631,PERSHING AVE,47, , ,5631,PERSHING,881934.2,1025185
15-030560,2015-09,06/21/2015 00:01, , , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,2917,POTOMAC,19, , ,2917,POTOMAC,0,0
15-030560,2015-09,06/21/2015 00:01, , , ,-1, , 69703,3,LARCENY-ALL OTH/FRM PRSN/UNDER $500,2917,POTOMAC,19, , ,2917,POTOMAC,0,0
15-030525,2015-09,06/21/2015 04:15, , , ,-1, , 69702,4,LARCENY-ALL OTHER UNDER $500,611,14TH,36, , ,1411,LOCUST,0,0
15-050290,2015-09,06/23/2015 02:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8523,PARTRIDGE AVE,74, ,@ SIDE,8523,PARTRIDGE,893688.2,1048458
15-031427,2015-09,06/25/2015 18:00, , , ,-1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3133,MAGNOLIA,25, , ,3126,MAGNOLIA,0,0
15-045013,2015-09,07/01/2015 00:01,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,3960,EVANS AVE,58, , ,400,14TH,895769.4,1025769
15-044618,2015-09,07/01/2015 00:01,Y, , ,1, ,171300,5,SEX OFFNS-STATUATORY RAPE/SECOND,1900,N KINGSHIGHWAY BLVD,55,ST JOHNS AME CHURCH, ,4100,ST LOUIS,0,0
15-045013,2015-09,07/01/2015 00:01,Y, , ,1, , 43013,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3960,EVANS AVE,58, , ,400,14TH,895769.4,1025769
15-045013,2015-09,07/01/2015 00:01,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,3960,EVANS AVE,58, , ,400,14TH,895769.4,1025769
15-046122,2015-09,07/01/2015 00:01,Y, , ,1, ,179220,5,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,5300,TERRY AVE,50, , ,5300,TERRY,0,0
15-044073,2015-09,07/01/2015 12:00, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6237,FAMOUS AVE,10, , ,6237,FAMOUS,879710.4,1014550
15-044727,2015-09,07/01/2015 12:33,Y, , ,1, ,121000,5,EMBEZZLEMENT-VALUE OVER $150,3543,UNION BLVD,50, , ,3543,UNION,889108.4,1036049
15-034501,2015-09,07/01/2015 18:00,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,900,N 10TH ST,35, , ,900,10TH,0,0
15-045675,2015-09,07/02/2015 13:55,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3865,GRAVOIS AVE,15, ,@SHOP N SAVE,3865,GRAVOIS,891583.8,1004871
15-033891,2015-09,07/02/2015 15:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1324,CLARA AVE,78, , ,1324,CLARA,883334.9,1031262
15-047017,2015-09,07/02/2015 17:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5901,WATERMAN BLVD,46, , ,5901,WATERMAN,879559.8,1025730
15-048166,2015-09,07/03/2015 23:18,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5001,DELMAR BLVD,51, , ,5001,DELMAR,887661.3,1026321
15-033144,2015-09,07/04/2015 21:10,Y, , ,1, , 91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,5700,LINDELL BLVD,82, ,@MO HISTORY MUSEUM, , ,881336.1,1024178
15-033144,2015-09,07/04/2015 21:10,Y, , ,1, , 91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,5700,LINDELL BLVD,82, ,@MO HISTORY MUSEUM, , ,881336.1,1024178
15-044488,2015-09,07/05/2015 18:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2736,UTAH ST,30, , ,2736,UTAH,897712.9,1005709
15-043518,2015-09,07/06/2015 00:01,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,999,N 2ND ST,35, ,@HOTEL- FOUR SEASONS,999,2ND,910439.8,1019433
15-046628,2015-09,07/07/2015 11:10,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",0,ARSENAL ST / I 55 SOUTHBOUND,22,JOE S GAS STATION, , , ,901454.8,1006277
15-048353,2015-09,07/08/2015 09:50,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2707,RAUSCHENBACH AVE,60, , ,2707,RAUSCHENBACH,904418.8,1025992
15-034457,2015-09,07/11/2015 14:55, , , ,-1, ,265321,4,LEAVING SCENE OF ACCIDENT,721,BROADWAY,35, , , , ,0,0
15-034497,2015-09,07/11/2015 19:27,Y, , ,1, , 41203,5,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,2505,HODIAMONT AVE,50, , ,2521,HODIAMONT,882087.8,1035986
15-045960,2015-09,07/12/2015 08:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,4240,E MAFFITT AVE,57, , ,4014,UNION,896125.3,1029356
15-045465,2015-09,07/13/2015 19:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4140,S BROADWAY,16, ,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
15-046392,2015-09,07/14/2015 16:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7305,MICHIGAN AVE,2, , ,7305,MICHIGAN,889188.4,989754
15-035143,2015-09,07/15/2015 11:25,Y, , ,1, ,266400,5,PUBLIC ORDER-ANIMAL VIOLATION,2603,BURD AVE,50, , ,2603,BURD,885467.2,1034478
15-044947,2015-09,07/15/2015 14:46,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,416,WILMINGTON AVE,1, , ,4020,PENNSYLVANIA,892286.3,993269.8
15-045470,2015-09,07/15/2015 18:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3954,S GRAND BLVD,16, , ,3954,GRAND,893230.4,1001905
15-035291,2015-09,07/15/2015 18:30, , , ,-1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE, , ,76, , , , ,0,0
15-048199,2015-09,07/16/2015 18:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,300,N SKINKER BLVD,46, , ,300,SKINKER,0,0
15-035722,2015-09,07/18/2015 01:10, , , ,-1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,2005,FLORISSANT,60, , ,2005,FLORISSANT,0,0
15-035957,2015-09,07/18/2015 22:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,6200,MINNESOTA AVE,1, , ,6200,MINNESOTA,0,0
15-036896,2015-09,07/19/2015 08:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3930,RANDALL ST,5, , ,3930,RANDALL,889303.1,999245.8
15-036242,2015-09,07/19/2015 16:33, , , ,-1, , 44013,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",700,CLARK,35, ,@BUSCH STADIUM, , ,0,0
15-036962,2015-09,07/20/2015 00:01, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6000,GRIMSHAW,70, , ,6000,GRIMSHAW,0,0
15-046055,2015-09,07/20/2015 11:00,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4309,DELOR ST,5, , ,4309,DELOR,886655.4,1000793
15-048029,2015-09,07/20/2015 14:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4185,MANCHESTER AVE,39, , ,4185,MANCHESTER,890669.8,1017502
15-047430,2015-09,07/20/2015 21:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,736,S BROADWAY,35,BROADWAY OYSTER BAR, ,1200,CLARK,908097.1,1014297
15-044699,2015-09,07/21/2015 23:06,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3323,NEBRASKA AVE,30, , ,3323,NEBRASKA,896689.6,1005689
15-050007,2015-09,07/23/2015 09:56,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5855,DR MARTIN LUTHER KING DR,50, , ,5855,DR MARTIN LUTHER KING,882763.3,1034050
15-036809,2015-09,07/23/2015 14:32,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,4130,TAFT AVE,5, , ,4130,TAFT,887825.8,1002088
15-036925,2015-09,07/24/2015 00:30, , , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3934,GRAND,16, , ,3712,THOLOZAN,0,0
15-036925,2015-09,07/24/2015 00:30, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3934,GRAND,16, , ,3712,THOLOZAN,0,0
15-048798,2015-09,07/24/2015 11:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4226,COLLEGE AVE,67, , ,4226,COLLEGE,900441.9,1033029
15-048285,2015-09,07/24/2015 12:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4656,LEE AVE,69, , ,4656,LEE,894514.3,1035412
15-044740,2015-09,07/25/2015 18:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4538,ALICE AVE,68, , ,4538,ALICE,900022.9,1034095
15-045201,2015-09,07/26/2015 03:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,300,WASHINGTON AVE,35, , ,300,WASHINGTON,909885.4,1018271
15-046799,2015-09,07/27/2015 00:12,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3949,FAIRVIEW AVE,15, , ,3949,FAIRVIEW,890901.4,1005820
15-037450,2015-09,07/27/2015 02:20, , , ,-1, , 51212,1,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,943,DOVER,1, ,: #1118050,943,DOVER,0,0
15-048591,2015-09,07/27/2015 12:27,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,4240,W EVANS AVE,58, , ,4240,EVANS,893711,1026914
15-043118,2015-09,07/27/2015 14:16,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,7001,LANSDOWNE AVE,9, , ,7001,LANSDOWNE,873675.8,1004443
15-047648,2015-09,07/28/2015 18:30,Y, , ,1, , 72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5439,GENEVIEVE AVE,72, , ,5439,GENEVIEVE,892430.9,1043310
15-048724,2015-09,07/29/2015 08:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5055,ARSENAL ST,13,SCHNUCKS, ,5055,ARSENAL,884765.6,1009623
15-038066,2015-09,07/29/2015 21:40,Y, , ,1, , 51330,1,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,4532,PENNSYLVANIA AVE,17, ,APT #A  UPSTAIRS,4532,PENNSYLVANIA,895280.5,997777.3
15-045076,2015-09,07/30/2015 00:51,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,5834,WOODLAND AVE,72, ,NUISANCE ABATEMENT PROPERTY,5834,WOODLAND,888763.8,1042920
15-048568,2015-09,07/30/2015 22:45,Y, , ,1, ,223000,3,LIQUOR LAWS-LIQUOR LIC VIOLATION,1026,GEYER AVE,21, ,@BAR- SONNYS,1026,GEYER,903943.1,1010655
15-048207,2015-09,07/31/2015 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,5800,LILLIAN AVE,72, , ,5800,LILLIAN,889470.6,1043276
15-049940,2015-09,07/31/2015 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4608,ELMBANK AVE,56, , ,4608,ELMBANK,893337.6,1032505
15-048783,2015-09,07/31/2015 15:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4317,ST LOUIS AVE,56, , ,4317,ST LOUIS,895160.8,1030448
15-044707,2015-09,08/01/2015 08:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3641,IOWA AVE,19, , ,3641,IOWA,897327.9,1003410
15-038520,2015-09,08/01/2015 09:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4021,MERAMEC,16, , ,4021,MERAMEC,0,0
15-045468,2015-09,08/01/2015 10:50,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,7256,ARSENAL ST,10, , ,7256,ARSENAL,873230.3,1010858
15-046265,2015-09,08/01/2015 11:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5232,GRACE AVE,3, , ,5232,GRACE,890912.2,997291.3
15-046914,2015-09,08/01/2015 12:00,Y, , ,1, , 67501,5,"LARCENY-FROM BUILDING OVER $25,000",5290,WATERMAN BLVD,38, , ,5290,WATERMAN,884922.5,1025152
15-046337,2015-09,08/01/2015 13:40,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3319,S 18TH ST,22, , ,3319,18TH,900923.8,1005062
15-046401,2015-09,08/01/2015 18:14,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,60,HAMPTON VILLAGE PLZ,7, ,@SCHNUCKS - HAMPTON VILLAGE,60,HAMPTON VILLAGE,879568.8,1004479
15-045797,2015-09,08/01/2015 21:58,Y, , ,1, , 92000,2,SIMPLE ASSAULT-HARRASSMENT,6203,DEVONSHIRE AVE,8, , ,6203,DEVONSHIRE,878624.1,1003461
