Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-012016,2014-03,1/10/2014 19:23,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4603,MCMILLAN AVE,54, , ,4603,MCMILLAN,890479.4,1027077
14-009211,2014-03,1/13/2014 10:00,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5662,MAFFITT AVE,50, , ,5662,MAFFITT,884829.1,1035224
14-001684,2014-03,1/13/2014 19:12, , , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5855,SELBER,50,HILLVALE APARTMENTS, , , ,0,0
14-001684,2014-03,1/13/2014 19:12, , , ,-1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5855,SELBER,50,HILLVALE APARTMENTS, , , ,0,0
14-002134,2014-03,1/14/2014 16:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1364,UNION,51, , ,3919,FOLSOM,0,0
14-009844,2014-03,1/14/2014 23:45,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
14-002238,2014-03,1/16/2014 18:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4250,VIRGINIA,16, , ,4250,VIRGINIA,0,0
14-009845,2014-03,1/16/2014 18:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
14-009870,2014-03,1/18/2014 22:34,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
14-002742,2014-03,1/19/2014 21:00, , , ,1, , 21000,4,RAPE -- FORCIBLE,3000, ,60, , ,4800,COTE BRILLIANTE,0,0
14-002742,2014-03,1/19/2014 21:00, , , ,-1, , 91124,4,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",3014, ,60, , ,4818,COTE BRILLIANTE,0,0
14-008984,2014-03,1/2/2007 0:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,1200,AUBERT AVE,53, , ,1200,AUBERT,888606,1028765
14-010026,2014-03,1/2/2014 13:12,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL, ,S TAYLOR AVE,39, , , ,TAYLOR,888461.6,1018051
14-002913,2014-03,1/21/2014 13:45, , , ,1, ,263120,3,OBSTRUCT GOVRN OP-FALSE REPORT,4139,NEBRASKA,16, ,:1ST FLOOR,4139,NEBRASKA,0,0
14-002913,2014-03,1/21/2014 13:45, , , ,-1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4139,NEBRASKA,16, ,:1ST FLOOR,4139,NEBRASKA,0,0
14-011150,2014-03,1/23/2014 0:35,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5360,RIDGE AVE,78, ,NUISANCE ABATEMENT PROPERTY,5360,RIDGE,885280.1,1030719
14-011043,2014-03,1/23/2014 15:46,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,400,S 14TH ST,36, ,@HOTEL- SHERATON,400,14TH,905362.3,1016200
14-009421,2014-03,1/23/2014 16:23,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7057,CHIPPEWA ST,9, ,@SHOP N SAVE- CHIPPEWA,7057,CHIPPEWA,872714.9,1002363
14-009069,2014-03,1/24/2014 14:19,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6224,W FLORISSANT AVE,76,MY WAY LOUNGE,NUISANCE ABATEMENT PROPERTY,6224,FLORISSANT,890096.2,1048440
14-012255,2014-03,1/25/2014 12:00,Y, , ,1, , 51330,6,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,4622,MORAINE AVE,69, , ,4622,MORAINE,897749.3,1036939
14-012558,2014-03,1/25/2014 14:00,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150,505,N 7TH ST,35,ST. LOUIS PARKING, ,505,7TH,908433.1,1018467
14-003403,2014-03,1/25/2014 4:38, , , ,1, ,182250,1,DRUGS-POSSESSION/COCAINE,6638,ELMER,6, , ,6638,ELMER,0,0
14-003403,2014-03,1/25/2014 4:38, , , ,-1, , 51212,1,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,6638,ELMER,6, , ,6638,ELMER,0,0
14-009169,2014-03,1/25/2014 8:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,60,HAMPTON VILLAGE PL,7,SCHNUCKS, ,3134,GRAND,879568.8,1004479
14-011349,2014-03,1/26/2014 18:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,ACADEMY AVE / DELM,38, , , , ,886733.8,1026275
14-010031,2014-03,1/27/2014 11:09,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,317,E. ESPENSCHEID,2, , ,317,E. ESPENSCHEID,0,0
14-010303,2014-03,1/28/2014 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4514,CARRIE AVE,69, , ,4514,CARRIE,897322.9,1036235
14-003897,2014-03,1/28/2014 15:45,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,4323,OBEAR AVE,67, , , , ,902246.6,1032755
14-011437,2014-03,1/28/2014 20:29,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6650,MANCHESTER AVE,10, ,@K MART - MANCHESTER,6650,MANCHESTER,877121.1,1013930
14-004059,2014-03,1/28/2014 21:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,910,MANHATTAN,62, , ,910,MANHATTAN,0,0
14-008864,2014-03,1/28/2014 23:22,Y, , ,1, , 95200,5,AGGRAVATED STALKING (THREAT OF DEATH OR SERIOU,233,S VANDEVENTER AVE,38, ,ST LOUIS UNIVERSITY CAMPUS,374,GRAND,893791.8,1019968
14-009046,2014-03,1/29/2014 11:38,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3665,PAGE BLVD,77,CRICKET STORE, ,919,JEFFERSON,897709.2,1024352
14-003972,2014-03,1/29/2014 7:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / W,35, , , , ,909886.5,1018271
14-012060,2014-03,1/3/2014 10:05,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4147,BLAINE AVE,28, , ,4147,BLAINE,891135.9,1014840
13-005243,2014-03,1/30/2013 11:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5821,KENNERLY,50, , ,5821,KENNERLY,0,0
14-011448,2014-03,1/31/2014 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,8641,ANNETTA,0,0
14-013539,2014-03,1/4/2014 0:01,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2643,GRAVOIS AVE,24, ,@ REAR,2643,GRAVOIS,898816.1,1009053
14-008451,2014-03,1/5/2014 13:00,Y, , ,1, ,171200,2,SEX OFFNS-STATUATORY RAPE/FIRST,3700,GUSTINE AVE,15, , ,3100,MERAMEC,891287.4,1003562
14-012085,2014-03,1/6/2014 11:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4738,HAMMETT PL,55, , ,4738,HAMMETT,890898.6,1030736
14-012090,2014-03,1/7/2014 14:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,600,N KINGSHIGHWAY BLV,38, , ,600,KINGSHIGHWAY,887891.8,1025894
14-011148,2014-03,1/8/2014 8:28,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5535,GREER AVE,50, ,NUISANCE ABATEMENT PROPERTY,5535,GREER,886720.1,1036271
14-001180,2014-03,10/10/2013 13:00, , , ,1, ,209999,4,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,3830,COTTAGE,59, , ,2601,WHITTIER,0,0
14-012307,2014-03,10/14/2013 15:00,Y, , ,1, , 73413,6,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,4229,FAIR AVE,68, , ,4229,FAIR,898808.8,1033927
14-012315,2014-03,10/15/2013 0:01,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4500,ALICE AVE,68, , ,4500,ALICE,899771.8,1033925
14-012716,2014-03,10/15/2013 10:16,Y, , ,1, ,111110,4,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1200,MARKET ST,36,COLLECTOR OF REVENUE,@CITY HALL,1200,MARKET,906055.1,1017127
14-009466,2014-03,10/23/2013 15:00,Y, , ,1, , 43026,1,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,4844,S BROADWAY,17, , ,4844,BROADWAY,895387.1,995731.3
14-009626,2014-03,10/30/2007 16:30,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,2100,ADELAIDE AVE,68, , ,2100,ADELAIDE,900435.3,1035045
14-012108,2014-03,10/31/2013 12:00,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",4333,GOODFELLOW BLVD,70,JOB CORPS, ,4333,GOODFELLOW,886191.1,1040939
14-008985,2014-03,10/7/2013 0:01,Y, , ,1, , 43026,4,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,2804,DELMAR BLVD,37, , ,2804,DELMAR,900991.7,1021228
14-013755,2014-03,10/8/2012 12:00,Y, , ,1, ,204100,3,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,2823,TEXAS AVE,30, , ,2823,TEXAS,898791.5,1008471
14-010820,2014-03,11/1/2013 8:00,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,4100,PECK ST,67, ,REAR,1700,OFALLON,902258.8,1031319
14-012707,2014-03,11/1/2013 9:31,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2829,N 14TH ST,63, , ,2829,14TH,906378.8,1026366
14-009959,2014-03,11/20/2012 14:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,7410,HALL ST,79,ST LOUIS CITY TOW, , , ,899571.8,1044964
14-009988,2014-03,11/25/2013 14:00,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,2931,LEMP AVE,22, ,PARKING PAD,2931,LEMP,900877.7,1006832
14-011187,2014-03,11/27/2013 9:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,8125,MICHIGAN AVE,2, , ,8125,MICHIGAN,887214.7,987638.4
13-059650,2014-03,11/28/2013 4:00, , , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4241,RED BUD,68, , ,4241,RED BUD,0,0
14-012404,2014-03,11/9/2013 11:48,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",4038,FLAD AVE,27, , ,4038,FLAD,891632.5,1011776
14-009331,2014-03,12/1/2013 14:00,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1200,CLARK AVE,36, ,@HEADQUARTERS,1200,CLARK,905878.5,1016618
14-009781,2014-03,12/11/2013 12:00,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,50,HAMPTON VILLAGE PL,7, ,@J C PENNEY - HAMPTON VILLAGE,50,HAMPTON VILLAGE,879568.8,1004479
14-012594,2014-03,12/13/2013 14:46,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,2735,CHOUTEAU AVE,37, , ,2735,CHOUTEAU,899745.6,1015931
14-005338,2014-03,12/14/1995 9:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1520,MARKET ST,36,ST. LOUIS CITY COURTS BUILDING,ST. LOUIS CITY COURTS BUILDING,1520,MARKET,904957.9,1017645
14-009214,2014-03,12/18/2013 13:41,Y, , ,1, ,101000,1,FORGERY,940,LOUGHBOROUGH AVE,1,5/3 BANK,5/3 BANK,940,LOUGHBOROUGH,888710.9,991871.2
14-009487,2014-03,12/19/2013 7:00,Y, , ,1, ,101000,5,FORGERY,5615,PERSHING AVE,47, ,SUITE24,5615,PERSHING,882066.9,1025169
14-010143,2014-03,12/20/2013 0:11,Y, , ,1, , 92000,6,SIMPLE ASSAULT-HARRASSMENT,8672,ORIOLE ST,74, , ,8672,ORIOLE,894700.3,1049372
14-009335,2014-03,12/20/2013 12:00,Y, , ,1, ,103000,6,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,4503,RED BUD AVE,68, , ,4503,RED BUD,898746.1,1035223
14-012291,2014-03,12/24/2013 15:23,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,701,DICKSON ST,62, , ,701,DICKSON,909422.4,1021549
14-012500,2014-03,12/26/2013 18:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,6700,ALABAMA AVE,1, , ,6700,ALABAMA,889804.9,991610.4
14-009453,2014-03,12/28/2013 10:08,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,3333,DEMENIL PL,22, , ,3333,DEMENIL,901229.6,1004883
14-010136,2014-03,12/29/2013 19:00,Y, , ,1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,2025,E GRAND BLVD,66,OBAMA MEAT MARKET, ,2025,GRAND,903119.3,1033039
13-064455,2014-03,12/31/2013 16:30, , , ,1, , 31421,6,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,6047,FLORISSANT,73, , ,5717,PAMPLIN,0,0
13-064455,2014-03,12/31/2013 16:30, , , ,-1, , 69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,6047,FLORISSANT,73, , ,5717,PAMPLIN,0,0
13-060984,2014-03,12/7/2013 11:51, , , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,6639,KINGSHIGHWAY,6, ,: #1076548,6639,KINGSHIGHWAY,0,0
13-060984,2014-03,12/7/2013 11:51, , , ,-1, , 33311,1,ROBBERY-BANK   /OTHR WEPN USED/SUCCESSFUL,6639,KINGSHIGHWAY,6, ,: #1076548,6639,KINGSHIGHWAY,0,0
14-010266,2014-03,2/1/2013 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,6101,LUCILLE,0,0
14-010596,2014-03,2/1/2014 0:01,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",8741,RIVERVIEW BLVD,73, ,4 FAMILY DWELLING,8741,RIVERVIEW,893967.3,1050184
14-012079,2014-03,2/1/2014 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1120,OHIO AVE,31, , ,1120,OHIO,899913.3,1015424
14-009927,2014-03,2/1/2014 13:58,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",8000,HALL ST,79, , , , ,898772.4,1047846
14-010255,2014-03,2/1/2014 14:12,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,220,S TUCKER BLVD,35,MAURIZIO S PIZZA, ,220,TUCKER,906262.9,1016703
14-009851,2014-03,2/1/2014 15:40,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
14-011242,2014-03,2/1/2014 18:05,Y, , ,1, ,111200,2,FRAUD-BAD CHECK/NO ACCOUNT,5605,HAMPTON AVE,8,THE TAN COMPANY, ,5605,HAMPTON,879113.8,1000266
14-009217,2014-03,2/10/2014 11:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,8917,HALLS FERRY RD,74, , ,8917,HALLS FERRY,894738.6,1050998
14-011608,2014-03,2/10/2014 13:00,Y, , ,1, ,262100,4,PORNAGRAPHY-PROMOTING,1621,N 1ST ST,64, , ,1621,1ST,910626.9,1022779
14-012258,2014-03,2/10/2014 14:25,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4147,BLAINE AVE,28, , ,4147,BLAINE,891135.9,1014840
14-010064,2014-03,2/10/2014 8:46,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,862,RIVERTRAIL CT,74, ,NUISANCE ABATEMENT PROPERTY,862,RIVERTRAIL,899029.3,1054189
14-009185,2014-03,2/11/2014 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4919,LILBURN AVE,71, , ,4919,LILBURN,894929.6,1039460
14-008886,2014-03,2/11/2014 12:30,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
14-010981,2014-03,2/11/2014 12:30,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
14-006081,2014-03,2/11/2014 16:00, , , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4961,ROSALIE,71, , ,4961,ROSALIE,0,0
14-006081,2014-03,2/11/2014 16:00, , , ,-1, , 51121,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,4961,ROSALIE,71, , ,4961,ROSALIE,0,0
14-009875,2014-03,2/11/2014 18:15,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
14-009441,2014-03,2/11/2014 8:00,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,3050,THOMAS ST,59, , ,3050,THOMAS,899659.2,1023274
14-012225,2014-03,2/12/2014 10:14,Y, , ,1, ,101000,2,FORGERY,6327,CHIPPEWA ST,9, ,@COMMERCE BANK - CHIPPEWA,6327,CHIPPEWA,878103.4,1005197
14-011156,2014-03,2/12/2014 13:50,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
14-013207,2014-03,2/12/2014 14:06,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1236,N 16TH ST,61, , ,1236,16TH,906043.1,1021672
14-013564,2014-03,2/12/2014 15:36,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",3725,LOUISIANA AVE,19, , ,3725,LOUISIANA,894310.6,1003357
14-012128,2014-03,2/12/2014 16:03,Y, , ,1, ,141400,6,DESTRUC PROPERTY-TMPRNG/REMV-DEFAC MFG'S NUMBE,7410,HALL ST,79, ,@CITY TOW,7410,HALL,899571.8,1044964
14-009221,2014-03,2/12/2014 7:20,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",5476,GENEVIEVE AVE,72, , ,5476,GENEVIEVE,892682.6,1043374
14-006130,2014-03,2/13/2014 0:23, , , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,210,7TH,35,FAMOUR BAR GARAGE, , , ,0,0
14-006130,2014-03,2/13/2014 0:23, , , ,-1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,210,7TH,35,FAMOUR BAR GARAGE, , , ,0,0
14-010419,2014-03,2/13/2014 10:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,317,LOUGHBOROUGH AVE,1, , ,7913,PENNSYLVANIA,890395.8,990752.5
14-008883,2014-03,2/13/2014 12:36,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3202,S KINGSHIGHWAY BLV,15, ,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369
14-012297,2014-03,2/13/2014 15:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1224,S 14TH ST,33, , ,4055,LACLEDE,904473.6,1013689
14-006223,2014-03,2/13/2014 15:45,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3739,OHIO AVE,19, , ,3739,OHIO,897552.3,1002722
14-008038,2014-03,2/13/2014 17:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
14-011464,2014-03,2/13/2014 17:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5055,ARSENAL ST,13, ,@SCHNUCKS - ARSENAL,5055,ARSENAL,884765.6,1009623
14-006288,2014-03,2/13/2014 22:15,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5268,WREN AVE,72, ,SINGLE FAMILY RESIDENCE,5268,WREN,891491.3,1043672
14-010341,2014-03,2/13/2014 8:00,Y, , ,1, ,101000,2,FORGERY,6487,MANCHESTER AVE,43, , ,6487,MANCHESTER,878180.7,1014948
14-008037,2014-03,2/14/2014 11:56,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
14-012089,2014-03,2/14/2014 11:56,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
14-009994,2014-03,2/14/2014 12:00,Y, , ,1, ,103000,6,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,8577,TARA LA,73, , ,8577,TARA,893028.1,1049274
14-012306,2014-03,2/14/2014 22:55,Y, , ,1, , 44012,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",2706,OLIVE ST,37, ,FIREBIRD,2706,OLIVE,901111.1,1019616
14-011151,2014-03,2/14/2014 5:01,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5390,WELLS AVE,78, ,NUISANCE ABATEMENT PROPERTY,5390,WELLS,885474.4,1031305
14-010651,2014-03,2/14/2014 8:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2127,CHIPPEWA ST,18, , ,2127,CHIPPEWA,898941.8,1002369
14-007878,2014-03,2/15/2013 0:01,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1700,SAINT LOUIS AVE,60, ,ALIAS 1700 ST LOUIS AVE CITY,1700,SAINT LOUIS,905778.7,1026001
14-009519,2014-03,2/15/2014 11:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4143,MIAMI ST,15, , ,4143,MIAMI,889298.3,1005105
