Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-027706,2014-06,3/1/2014 10:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4369,EVANS AVE,58, , ,4369,EVANS,892951.1,1027578
14-028314,2014-06,3/1/2014 12:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500,5215,THEODOSIA AVE,52, , ,1200,CLARK,887433.2,1031693
14-025713,2014-06,3/3/2014 0:01,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,4320,NEOSHO ST,5, , ,4320,NEOSHO,886845.1,1001908
14-028509,2014-06,3/4/2014 15:30,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4459,W FLORISSANT AVE,79, , ,6025,JUNIATA,898507.6,1037512
14-028936,2014-06,3/7/2014 9:12,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,1107,MISSISSIPPI AVE,32, , ,1107,MISSISSIPPI,902124.4,1014736
13-011682,2014-06,3/12/2013 13:00, , , ,-1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4406,RED BUD,68, , ,4406,RED BUD,0,0
13-012883,2014-06,3/12/2013 16:00, , , ,-1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,4952,BONITA,6, , ,2832,MIAMI,0,0
14-025246,2014-06,3/13/2014 12:42,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3921,HAMPTON AVE,9, ,@LINDELL BANK,3921,HAMPTON,878946.3,1005172
14-026589,2014-06,3/13/2014 17:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,5901,S BROADWAY,1,D AND M AUTOMOTIVE, ,6001,BROADWAY,893313.8,992701.5
14-025416,2014-06,3/14/2009 12:00,Y, , ,1, ,112010,0,FRAUD-CREDIT DEVICE/OVER $150,9999,UNKNOWN,0, , ,8520,PARK,0,0
14-026424,2014-06,3/20/2014 12:57,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4904,S BROADWAY,17, , ,4904,BROADWAY,895189.1,995630.8
14-026833,2014-06,3/20/2014 16:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4919,SURBURBAN TRACKS,53, , ,4919,SURBURBAN TRACKS,0,0
14-028241,2014-06,3/22/2014 21:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4519,MCMILLAN AVE,54, , ,4519,MCMILLAN,890940.5,1026838
14-027828,2014-06,3/23/2014 21:10,Y, , ,1, ,103000,3,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3530,S GRAND BLVD,19,SCHNUCKS GROCERY MARKET, ,3430,GRAND,893507.8,1004763
14-029560,2014-06,3/23/2014 21:30,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5000,COTE BRILLIANTE AVE,55, , ,5000,MARGARETTA,888824.3,1031245
14-025378,2014-06,3/26/2014 9:29,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,7801,MINNESOTA AVE,2, , ,7801,MINNESOTA,888318.1,988229.5
14-012704,2014-06,3/28/2014 8:46,Y, , ,1, ,51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,7145,VIRGINIA AVE,1, , ,7145,VIRGINIA,889174.8,990251.1
14-024478,2014-06,3/28/2014 13:00,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500,5557,LINDENWOOD AVE,14, , ,5557,LINDENWOOD,880854.4,1005156
14-024273,2014-06,3/31/2014 11:10,Y, , ,1, ,209999,4,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,1420,HOGAN ST,61, , ,1420,HOGAN,905305.6,1022738
14-026803,2014-06,3/31/2014 16:20,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 7TH ST / WASHINGTON AVE,35, , , , ,908628.7,1018533
14-026700,2014-06,4/1/2014 0:01,Y, , ,1, ,21000,6,RAPE -- FORCIBLE,5300,MIMIKA AVE,76, , ,5300,MIMIKA,0,0
14-025497,2014-06,4/1/2014 0:01,Y, , ,1, ,21000,3,RAPE -- FORCIBLE,2200,OSAGE ST,18,REAR, ,2200,MONTANA,0,0
14-024392,2014-06,4/1/2014 3:35,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4192,MERAMEC ST,5, , ,4192,MERAMEC,888455.3,1003592
14-024258,2014-06,4/1/2014 5:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4242,COLLEGE AVE,67, , ,4242,COLLEGE,900514.4,1033137
14-028630,2014-06,4/1/2014 10:50,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4002,THOLOZAN AVE,15, ,APT  A,4002,THOLOZAN,890281.4,1004473
14-013554,2014-06,4/2/2014 12:39,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,3252,OHIO AVE,30, , ,3252,OHIO,898235.4,1005824
14-013554,2014-06,4/2/2014 12:39, , , ,-1, ,182130,3,DRUGS-POSSESSION/HEROIN,3252,OHIO AVE,30, , ,3252,OHIO,898235.4,1005824
14-024594,2014-06,4/4/2014 19:58,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,3760,TAFT AVE,16, , ,3760,TAFT,891216.3,999639.6
14-024405,2014-06,4/5/2014 12:25,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3858,EICHELBERGER ST,5, ,NUISANCE PROPERTY,3858,EICHELBERGER,889344.6,997750.5
14-025927,2014-06,4/7/2014 0:01,Y, , ,1, ,121000,5,EMBEZZLEMENT-VALUE OVER $150,6144,DELMAR BLVD,46,PI PIZZERIA, ,6144,DELMAR,877966.4,1027393
14-024253,2014-06,4/8/2014 20:25,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4469,FARLIN AVE,69, , ,4469,FARLIN,895484.8,1034294
14-014575,2014-06,4/9/2014 2:46, , , ,-1, ,83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,5025,ROBIN,72, ,IN THE REAR,5100,ROBIN,0,0
14-025264,2014-06,4/9/2014 14:42,Y, , ,1, ,101000,6,FORGERY,3226,N NEWSTEAD AVE,56,SOLO TAX LLC, ,3226,NEWSTEAD,895056.4,1031967
14-024254,2014-06,4/10/2014 1:40,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4540,ALICE AVE,68, , ,4540,ALICE,900022.9,1034095
14-025677,2014-06,4/10/2014 14:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4305,VIRGINIA AVE,16, , ,4305,VIRGINIA,893976.6,999674.9
14-014858,2014-06,4/10/2014 16:01,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,1101,N 8TH ST,62, , ,1101,8TH,908747,1020298
14-024757,2014-06,4/11/2014 17:30,Y, , ,1, ,73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,3401,PARK AVE,31, , ,3401,PARK,896171,1014850
14-025367,2014-06,4/12/2014 12:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,8875,N BROADWAY,74,AUTO REPAIR, , , ,897781.7,1053134
13-023163,2014-06,4/13/2013 15:12, , , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,3562,GUSTINE AVE,15,ANNA S LINENS, ,3562,GUSTINE,891238.5,1004635
13-023163,2014-06,4/13/2013 15:12, , , ,-1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3562,GUSTINE AVE,15,ANNA S LINENS, ,3562,GUSTINE,891238.5,1004635
14-025700,2014-06,4/13/2014 0:20,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3539,BINGHAM AVE,16, , ,3539,BINGHAM,893358.1,999917.8
14-025520,2014-06,4/14/2014 10:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4734,S GRAND BLVD,16, , ,4734,GRAND,891746.4,997756.9
14-028987,2014-06,4/14/2014 14:05,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4838,S BROADWAY,17, , ,4838,BROADWAY,895427.9,995818.8
14-025383,2014-06,4/14/2014 21:00,Y, , ,1, ,72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,2500,ST LOUIS AVE,60, , ,2500,ST LOUIS,903159.4,1026486
14-025387,2014-06,4/15/2014 17:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3718,ARSENAL ST,15, ,GARAGE,3718,ARSENAL,892982.2,1008439
14-024416,2014-06,4/15/2014 22:50,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5405,S COMPTON AVE,1, , ,5405,COMPTON,893077.9,994926.7
14-026416,2014-06,4/16/2014 12:00,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,5957,CORONADO AVE,3, ,MULTI FAMILY BUILDING,5957,CORONADO,887181.3,996044.1
14-016053,2014-06,4/17/2014 12:04, , , ,1, ,204100,4,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,3921,25TH,65, , ,1465,GRAND,0,0
14-016078,2014-06,4/17/2014 17:12,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",50,GOVERNMENT,82, , ,50,GOVERNMENT,0,0
14-016082,2014-06,4/17/2014 17:26,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5204,WELLS AVE,51, , ,5204,WELLS,886659.9,1030590
14-024690,2014-06,4/17/2014 20:08,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500,700,S EWING AVE,37,METROLINK,TRAIN YARD,700,EWING,899344.7,1016964
14-025684,2014-06,4/18/2014 23:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3807,KEOKUK ST,16, , ,3807,KEOKUK,891549.5,1002741
14-016314,2014-06,4/18/2014 23:00, , , ,1, ,263120,4,OBSTRUCT GOVRN OP-FALSE REPORT, ,16TH CASS,61, , , , ,0,0
14-016314,2014-06,4/18/2014 23:00, , , ,-1, ,31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL, ,16TH CASS,61, , , , ,0,0
14-016522,2014-06,4/19/2014 22:30, , , ,1, ,71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,1641,KINGSHIGHWAY,12,U-HAUL,PARKING LOT,2005,LOCUST,0,0
14-016522,2014-06,4/19/2014 22:30, , , ,-1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1641,KINGSHIGHWAY,12,U-HAUL,PARKING LOT,2005,LOCUST,0,0
14-028258,2014-06,4/20/2014 11:11,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4740,EICHELBERGER ST,6, , ,4740,EICHELBERGER,883924.3,1000256
14-024255,2014-06,4/20/2014 16:40,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2802,UNION BLVD,52, , ,2802,UNION,888023.3,1033829
14-016862,2014-06,4/20/2014 17:00,Y, , ,1, ,82000,2,ARSON-2ND DEGREE/SUCCESS,5319,MAGNOLIA AVE,13, , ,5319,MAGNOLIA,884225.6,1011054
14-026586,2014-06,4/21/2014 23:43,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500,700,S EWING AVE,37,EWING METROLINK TRAIN YARD,EWING METROLINK TRAIN YARD,700,EWING,899344.7,1016964
14-016859,2014-06,4/22/2014 12:15,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3472,GILES AVE,15, , ,3472,GILES,892822.3,1005300
14-024689,2014-06,4/24/2014 1:46,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500,700,S EWING AVE,37,METROLINK,TRAIN YARD,700,EWING,899344.7,1016964
14-024399,2014-06,4/24/2014 7:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3817,MORGANFORD RD,5, ,NUISANCE PROPERTY,3817,MORGANFORD,887476.9,1003769
14-028261,2014-06,4/24/2014 8:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4546,MARYLAND AVE,38, , ,4546,MARYLAND,888959.3,1023392
14-025210,2014-06,4/25/2014 9:00,Y, , ,1, ,111200,3,FRAUD-BAD CHECK/NO ACCOUNT,2831,MERAMEC ST,16, , ,2831,MERAMEC,896174.1,1000123
14-029015,2014-06,4/25/2014 12:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,317,LOUGHBOROUGH AVE,1,LOUGHBOROUGH AUTO, ,4400,LOUISIANA,890395.8,990752.5
14-023977,2014-06,4/25/2014 13:04,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7826,RIO SILVA PL,1, , ,7826,RIO SILVA,886093.3,990152.9
14-017711,2014-06,4/26/2014 23:05, , , ,-1, ,83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,6053,CABANNE,48,SUBURBAN TRACKS, , , ,0,0
14-024386,2014-06,4/27/2014 1:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4127,MANCHESTER AVE,39, ,@BAR- THE HANDLE BAR,4127,MANCHESTER,891260.7,1017603
14-028883,2014-06,4/28/2014 18:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2900,VIRGINIA AVE,25, , ,2900,VIRGINIA,895686.6,1008744
14-026084,2014-06,4/29/2014 12:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,5026,VIRGINIA AVE,16, , ,5026,VIRGINIA,893294.6,996141.6
14-020035,2014-06,4/29/2014 15:00,Y, , ,1, ,51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4933,PENROSE ST,84, , ,4933,PENROSE,892664.3,1037001
14-018269,2014-06,4/29/2014 18:00,Y, , ,1, ,83000,2,ARSON-KNOWINGLY BURNING/SUCCESS,4017,UTAH,15, , ,4017,UTAH,0,0
14-018264,2014-06,4/29/2014 18:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5711,ARSENAL ST,13, , ,5711,ARSENAL,881713.7,1009862
14-024387,2014-06,4/30/2014 1:07,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,509,BATES ST,1, , ,509,BATES,892681.9,994561.8
14-027781,2014-06,5/1/2010 16:18,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,3763,WESTMINSTER PL,77, , ,3763,WESTMINSTER,895116.1,1021892
14-025015,2014-06,5/1/2014 0:01,Y, , ,1, ,44021,1,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 1ST DEGRE",4223,S COMPTON AVE,16,OUR LADY S INN, ,1465,GRAND,894459.6,1000076
14-026809,2014-06,5/1/2014 7:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3853,MCREE AVE,29, , ,3853,MCREE,893336.6,1014257
14-028171,2014-06,5/1/2014 15:00,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,3854,ST LOUIS AVE,59, , ,3854,ST LOUIS,898371.4,1028432
14-024750,2014-06,5/2/2014 3:39,Y, , ,1, ,95100,3,"STALKING (HARASSMENT ONLY, NO THREAT)",3174,PENNSYLVANIA AVE,30, , ,3174,PENNSYLVANIA,896749.9,1006959
14-018608,2014-06,5/2/2014 5:33, , , ,-1, ,82000,6,ARSON-2ND DEGREE/SUCCESS,8525,CONDUIT,74, , ,8523,CONDUIT,0,0
14-024447,2014-06,5/2/2014 9:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5231,ST LOUIS AVE,52,@5233 ST LOUIS AVE,ATTACHED 2-FAMILY RESIDENCE,5231,ST LOUIS,888679.1,1034318
14-018656,2014-06,5/2/2014 11:20,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5115,TERRY AVE,52, , ,5115,TERRY,889170.5,1033636
14-024426,2014-06,5/3/2014 9:38,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5230,LOUGHBOROUGH AVE,6, ,NUISASNCE PROPERTY,5230,LOUGHBOROUGH,880435.6,997245.4
14-018935,2014-06,5/3/2014 20:30, , , ,-1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,36, , , , ,0,0
14-018928,2014-06,5/3/2014 22:00, , , ,1, ,31421,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4422,MAFFITT,57, ,#7, , ,0,0
14-018928,2014-06,5/3/2014 22:00, , , ,-1, ,69703,5,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4422,MAFFITT,57, ,#7, , ,0,0
14-018971,2014-06,5/4/2014 16:00,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,4349,SAINT FERDINAND AVE,57, , ,4341,SAINT FERDINAND,893964.5,1029335
14-025360,2014-06,5/5/2014 9:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4461,SAN FRANCISCO AVE,69, , ,4461,SAN FRANCISCO,895194.2,1033644
14-027732,2014-06,5/5/2014 9:53,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
14-024810,2014-06,5/5/2014 10:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,ALICE AVE / W FLORISSANT AVE,68, , , , ,900305.8,1034442
14-025557,2014-06,5/5/2014 11:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,4902,NATURAL BRIDGE AVE,55,DRIVE CAR SALES, , , ,891889.3,1034635
14-026080,2014-06,5/5/2014 12:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2305,INDIANA AVE,23, , ,2305,INDIANA,899940.5,1010254
14-025178,2014-06,5/6/2014 7:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5854,PLYMOUTH AVE,48,ETZEL PLACE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5854,PLYMOUTH,880771.9,1031257
14-025775,2014-06,5/6/2014 12:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,5992,ASTRA AVE,73, ,SINGLE FAMILY,5992,ASTRA,891514.6,1047559
14-019321,2014-06,5/6/2014 14:48,Y, , ,1, ,69703,1,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4901,MINNESOTA AVE,17, , ,4901,MINNESOTA,894388.4,995956.6
14-025176,2014-06,5/6/2014 16:30,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,5717,TERRY AVE,50, ,CONDEMEND BUILDING,5717,TERRY,884917.8,1035738
14-024794,2014-06,5/6/2014 21:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,4516,NATURAL BRIDGE AVE,56, , ,4516,NATURAL BRIDGE,894384.8,1033256
14-026835,2014-06,5/6/2014 23:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5461,CABANNE AVE,49, , ,5461,CABANNE,883793.9,1028655
14-019414,2014-06,5/7/2014 3:20, , , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1101,ELLIOTT,59, ,: @CPD,919,JEFFERSON,0,0
14-019414,2014-06,5/7/2014 3:20, , , ,-1, ,31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1101,ELLIOTT,59, ,: @CPD,919,JEFFERSON,0,0
