Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
13-051919,2013-11,10/13/2013 23:30, , , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3405,SHENANDOAH,25, , ,3405,SHENANDOAH,0,0
13-051919,2013-11,10/13/2013 23:30, , , ,-1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3405,SHENANDOAH,25, , ,3405,SHENANDOAH,0,0
13-057337,2013-11,10/14/2013 12:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4060,GRAVOIS AVE,15, , ,4060,GRAVOIS,890404.3,1003784
13-057967,2013-11,10/14/2013 15:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3865,GRAVOIS AVE,15, ,@NATIONAL CITY BANK- GRAVOIS,3865,GRAVOIS,891583.8,1004871
13-054772,2013-11,10/14/2013 15:30,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,708,DOVER PL,1, , ,708,DOVER,891476.4,994190.9
13-052077,2013-11,10/14/2013 21:00, , , ,1, , 67601,9,"LARCENY-FROM BUILDING $500 - $24,999",2833,GAMBLE,59, ,:APT UPSTAIRS,2833,GAMBLE,0,0
13-052077,2013-11,10/14/2013 21:00, , , ,-1, , 67701,9,LARCENY-FROM BUILDING UNDER $500,2833,GAMBLE,59, ,:APT UPSTAIRS,2833,GAMBLE,0,0
13-052059,2013-11,10/14/2013 23:30,Y, , ,1, , 44015,1,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,4223,S GRAND BLVD,16, , ,4223,GRAND,893354.4,1000361
13-055810,2013-11,10/14/2013 6:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,5541,BEACON AVE,72, , ,5541,BEACON,893337.5,1043544
13-052024,2013-11,10/14/2013 8:00,Y, , ,1, ,242000,3,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,3632,PENNSYLVANIA AVE,19, , ,3632,PENNSYLVANIA,896219.3,1003668
13-057108,2013-11,10/15/2013 10:51,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4648,GRAVOIS AVE,5, ,NUISANCE PROPERTY,4648,GRAVOIS,887411.4,1001096
13-055556,2013-11,10/15/2013 17:00,Y, , ,1, ,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5577,HEBERT ST,50, ,NUISANCE ABATEMENT PROPERTY,5577,HEBERT,886647.9,1037023
13-057279,2013-11,10/15/2013 17:00,Y, , ,1, , 66601,9,"LARCENY-BICYCLES $500 - $24,999",0,LOCUST ST / N THER,77, , , , ,897444.6,1021095
13-052065,2013-11,10/15/2013 3:15, , , ,-1, , 83000,8,ARSON-KNOWINGLY BURNING/SUCCESS,4017,COTE BRILLIANTE,56, , ,4027,COTE BRILLIANTE,0,0
13-054541,2013-11,10/15/2013 8:00,Y, , ,1, ,263120,5,OBSTRUCT GOVRN OP-FALSE REPORT,3520,NATURAL BRIDGE AVE,59, , ,3520,NATURAL BRIDGE,901199.4,1029504
13-058557,2013-11,10/15/2013 9:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1523,S 10TH ST,34, , ,1523,10TH,905150.7,1012045
13-052234,2013-11,10/16/2013 0:20, , , ,-1, , 41011,9,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2707,RUTGER,31, , ,2707,RUTGER,0,0
13-059138,2013-11,10/16/2013 10:09,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,1023,GARTH AVE,74, , ,1023,GARTH,896229.9,1048462
13-055591,2013-11,10/16/2013 12:00,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",5725,ACME AVE,76, , ,5725,ACME,889606.3,1048355
13-056798,2013-11,10/16/2013 13:16,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,8529,S BROADWAY,2, , ,8529,BROADWAY,887095.8,985781.5
13-057723,2013-11,10/16/2013 14:00,Y, , ,1, , 66701,5,LARCENY-BICYCLES UNDER $500,1110,E GANO AVE,66, , ,1110,GANO,904083.3,1034706
13-057433,2013-11,10/16/2013 7:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4300,FAIRVIEW AVE,15, , ,4300,FAIRVIEW,888024.9,1006039
13-056063,2013-11,10/17/2013 14:00,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,6004,MARMADUKE AVE,11, , ,6004,MARMADUKE,880156.1,1011002
13-052532,2013-11,10/17/2013 14:18,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1800,N BROADWAY,64, , ,1800,BROADWAY,909904.6,1023686
13-052527,2013-11,10/17/2013 14:39,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",205,E DAVIS ST,2, ,PARKING LOT,205,DAVIS,888524.9,986414.7
13-058599,2013-11,10/17/2013 16:23,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, , ,3430,GRAND,893788.8,1005469
13-059472,2013-11,10/17/2013 18:48,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6650,MANCHESTER AVE,10, ,@K MART - MANCHESTER,6650,MANCHESTER,877121.1,1013930
13-052577,2013-11,10/17/2013 21:00,Y, , ,1, ,182250,1,DRUGS-POSSESSION/COCAINE,7613,ALABAMA AVE,1, , ,7613,ALABAMA,887576,989539
13-059743,2013-11,10/17/2013 9:00,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,4919,LOUGHBOROUGH AVE,6, , ,4919,LOUGHBOROUGH,881542.9,996690.7
13-056779,2013-11,10/18/2013 12:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1938,BIDDLE ST,61,MURPHY PARK APTS, ,1938,BIDDLE,904478.7,1021861
13-054977,2013-11,10/18/2013 14:00,Y, , ,1, , 67701,9,LARCENY-FROM BUILDING UNDER $500,3746,WEST PINE BLVD,37, ,DONNELLY APT 208,3746,WEST PINE,895126.6,1020672
13-052766,2013-11,10/18/2013 17:05, , , ,1, , 91123,3,SIMPLE ASSAULT-CHILD/NO INJURY,3122,ARSENAL,25, , ,3122,ARSENAL,0,0
13-052766,2013-11,10/18/2013 17:05, , , ,-1, , 21000,3,RAPE -- FORCIBLE,3100,ARSENAL,25, , ,3100,ARSENAL,0,0
13-059464,2013-11,10/18/2013 20:45,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3225,HAMPTON AVE,9,U GAS #231, ,3225,HAMPTON,879649.6,1008791
13-052762,2013-11,10/18/2013 23:14,Y, , ,1, ,211000,4,DUI-DRVING WHILE INTOXICATED,800,CLARK AVE,35,BUSCH STADIUM,DOWNTOWN,4213,GIBSON,907343.1,1016083
13-052647,2013-11,10/18/2013 3:00,Y, , ,1, , 52212,5,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3836,NATURAL BRIDGE AVE,59,BEAUMONT HIGH SCHOOL, ,3836,NATURAL BRIDGE,899611.2,1030255
13-055312,2013-11,10/18/2013 8:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2310,HEBERT ST,60, ,SINGLE FAMILY RESIDENCE,2310,HEBERT,904018.3,1027660
13-055956,2013-11,10/19/2013 17:27,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2629,S JEFFERSON AVE,30, ,@LEES CHICKEN - JEFFERSON,2629,JEFFERSON,899218.1,1009022
13-055819,2013-11,10/19/2013 18:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3865,GRAVOIS AVE,15, ,SHOP N SAVE,3865,GRAVOIS,891583.8,1004871
13-055559,2013-11,10/19/2013 19:24,Y, , ,1, ,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5803,CABANNE AVE,48, ,NUISANCE ABATEMENT PROPERTY,5803,CABANNE,881216.9,1028974
13-052798,2013-11,10/19/2013 2:57, , , ,-1, ,265321,2,LEAVING SCENE OF ACCIDENT,5098,ARSENAL,13, , , , ,0,0
13-052967,2013-11,10/19/2013 21:00, , , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3939,MCDONALD,15, , ,3939,MCDONALD,0,0
13-052967,2013-11,10/19/2013 21:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3939,MCDONALD,15, , ,3939,MCDONALD,0,0
13-055601,2013-11,10/19/2013 21:04,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1005,DILLON CT,33,PEABODY APTS., ,1005,DILLON,904147.9,1014718
13-055560,2013-11,10/19/2013 9:00,Y, , ,1, ,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5628,ENRIGHT AVE,48,ST LUKE S APARTMENTS COMPLEX,NUISANCE ABTEMENT PROPERTY,5628,ENRIGHT,882347.8,1027408
13-057979,2013-11,10/2/2013 1:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1919,OFALLON ST,61, , ,1919,OFALLON,904538.2,1022258
13-049880,2013-11,10/2/2013 12:30, , , ,-1, , 71013,9,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2709,MARTIN LUTHER KING,59, , ,2709,DR MARTIN LUTHER KING,0,0
13-055964,2013-11,10/2/2013 15:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3426,WINNEBAGO ST,19, , ,3426,WINNEBAGO,894159.9,1003590
13-056981,2013-11,10/2/2013 18:15,Y, , ,1, , 67701,9,LARCENY-FROM BUILDING UNDER $500,4949,BARNES JEWISH HOSP,38,BARNES HOSPITAL, ,4949, ,887396.8,1020150
13-054535,2013-11,10/2/2013 21:41,Y, , ,1, ,266999,8,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4523,MCMILLAN AVE,54, , ,4523,MCMILLAN,890940.5,1026838
13-049975,2013-11,10/2/2013 22:59, , , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,6223,POINTE,73, , , , ,0,0
13-049975,2013-11,10/2/2013 22:59, , , ,-1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6223,POINTE,73, , , , ,0,0
13-056261,2013-11,10/20/2013 12:00,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2845,ACCOMAC ST,24, , ,2845,ACCOMAC,897804.5,1011222
13-053042,2013-11,10/20/2013 19:44,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3630,PENNSYLVANIA AVE,19, , ,3600,PENNSYLVANIA,896223.6,1003695
13-058521,2013-11,10/21/2013 0:07,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5432,LOUGHBOROUGH AVE,6, , ,5432,LOUGHBOROUGH,879530.1,997835.9
13-055147,2013-11,10/21/2013 11:00,Y, , ,1, , 51112,8,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4742,KENSINGTON PL,54, , ,4742,KENSINGTON,889541.6,1026799
13-055349,2013-11,10/21/2013 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4906,BEACON AVE,72, , ,4906,BEACON,890360.8,1041241
13-055915,2013-11,10/21/2013 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5842,MCARTHUR AVE,70, , ,5842,MCARTHUR,885313.9,1039588
13-055557,2013-11,10/21/2013 12:30,Y, , ,1, ,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3400,HAMILTON AVE,50,HILLVALE APARTMENT COMPLEX,NUISANCE ABATEMENT PROPERTY,3400,HAMILTON,884439.1,1038084
13-055051,2013-11,10/21/2013 13:00,Y, , ,1, , 43015,1,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,3451,IOWA AVE,1, , ,3451,IOWA,897516.8,1004596
13-054760,2013-11,10/21/2013 15:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3204,CHEROKEE ST,30, , ,3204,CHEROKEE,895306.4,1005418
13-055826,2013-11,10/21/2013 16:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,3509,SULLIVAN AVE,59, , ,3509,SULLIVAN,900817.6,1028636
13-056771,2013-11,10/21/2013 17:00,Y, , ,1, , 51312,7,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5360,PATTON AVE,50, , ,5350,PATTON,886270.5,1032266
13-057085,2013-11,10/21/2013 17:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4981,ROSALIE ST,71, , ,4981,ROSALIE,895308.3,1040459
13-053267,2013-11,10/21/2013 19:50,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,2572,W SULLIVAN AVE,60, , ,2572,SULLIVAN,902273.5,1027758
13-053271,2013-11,10/21/2013 20:40,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,2145,ADELAIDE AVE,68, , , , ,900228.3,1034901
13-055558,2013-11,10/21/2013 4:30,Y, , ,1, ,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1342,MONTCLAIR AVE,78,MINERVA APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,1342,MONTCLAIR,883723.4,1031194
13-055457,2013-11,10/21/2013 8:00,Y, , ,1, , 71040,8,AUTO THEFT-PERM RETNT/ATTEMPT,4930,LABADIE AVE,55, , ,4930,LABADIE,890659.5,1033380
13-055861,2013-11,10/21/2013 8:00,Y, , ,1, , 51312,8,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4448,ASHLAND AVE,56, , ,4448,ASHLAND,894501.6,1032224
13-055610,2013-11,10/21/2013 8:00,Y, , ,1, , 51312,8,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3330,N KINGSHIGHWAY BLV,55, , ,3330,KINGSHIGHWAY,890685.2,1034532
13-055600,2013-11,10/21/2013 8:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1132,DILLON DR,33,PEABODY APTS, ,1132,DILLON,903971.8,1014107
13-055761,2013-11,10/22/2013 10:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1315,N 7TH ST,62,COCHRAN, ,1315,7TH,909308.4,1021101
13-056024,2013-11,10/22/2013 12:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8,TARGET STORE, ,4255,HAMPTON,878653.4,1004650
13-053361,2013-11,10/22/2013 14:00,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,1931,E COLLEGE AVE,66, , ,1931,COLLEGE,901904.6,1035134
13-055561,2013-11,10/22/2013 16:00,Y, , ,1, ,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5820,ETZEL AVE,48,ETZEL PLACE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5820,ETZEL,881347.1,1030609
13-053508,2013-11,10/23/2013 11:30,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,2841,PESTALOZZI ST,24, , ,2841,PESTALOZZI,897473,1008493
13-055193,2013-11,10/23/2013 14:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3452,HUMPHREY ST,25, , ,3452,HUMPHREY,894640.1,1006711
13-055972,2013-11,10/23/2013 14:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3427,N 14TH ST,65,HYDE PARK, ,3427,14TH,906481.4,1028940
13-053755,2013-11,10/23/2013 17:00, , , ,-1, , 69702,7,LARCENY-ALL OTHER UNDER $500,5322,LOUIS,50, , ,5322,ST LOUIS,0,0
13-055562,2013-11,10/23/2013 19:30,Y, , ,1, ,266999,7,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5820,ETZEL AVE,48,ETZEL PLACE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5820,ETZEL,881347.1,1030609
13-053597,2013-11,10/23/2013 20:41,Y, , ,1, ,182250,3,DRUGS-POSSESSION/COCAINE,2720,CHEROKEE ST,19, , ,2700,CHEROKEE,897785.9,1005248
13-055773,2013-11,10/23/2013 21:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4640,ANDERSON AVE,69, , ,4640,ANDERSON,894890.8,1036311
13-053605,2013-11,10/23/2013 22:10,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,3500,MONTGOMERY ST,59, , , , ,899691.7,1026530
13-059337,2013-11,10/23/2013 8:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,1421,TAMM AVE,42, , ,1421,TAMM,879094.9,1016454
13-055927,2013-11,10/23/2013 8:52,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,1601,MCCAUSLAND AVE,43, , ,1601,MCCAUSLAND,875030.9,1016065
13-057156,2013-11,10/23/2013 9:48,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1205,N 7TH ST,4,NEIGHBORHOOD GARDENS, ,1205,7TH,909067,1020843
13-054758,2013-11,10/24/2013 0:01,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,3300,ITASKA ST,16, , ,3300,ITASKA,893324,997135.5
13-059109,2013-11,10/24/2013 0:01,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,3506,HAMPTON AVE,14, , ,3506,HAMPTON,879515.2,1006640
13-056547,2013-11,10/24/2013 0:01,Y, , ,1, ,171300,8,SEX OFFNS-STATUATORY RAPE/SECOND,1200,N EUCLID AVE,53, , ,1200,EUCLID,888834,1028768
13-057994,2013-11,10/24/2013 10:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3136,IOWA AVE,30, , ,1603,9TH,898085.7,1006958
13-054538,2013-11,10/24/2013 12:35,Y, , ,1, ,266999,8,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4562,LEXINGTON AVE,56, , ,4562,LEXINGTON,893774.3,1033093
13-056773,2013-11,10/24/2013 12:49,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1325,N 14TH ST,61,OFALLON PLACE APTS, ,1325,14TH,906561.6,1022276
13-058398,2013-11,10/24/2013 13:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1435,HOGAN ST,61,MURPHY PARK APTS, ,1435,HOGAN,905088.9,1022929
13-053699,2013-11,10/24/2013 13:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1435,HOGAN ST,61, , ,1435,HOGAN,905088.9,1022929
13-053692,2013-11,10/24/2013 14:00,Y, , ,1, , 43203,6,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,5455,SHREVE AVE,71, , ,5455,SHREVE,896133.7,1038888
13-053707,2013-11,10/24/2013 15:20,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4401,ATHLONE AVE,68, , , , ,897961.3,1035115
13-053750,2013-11,10/24/2013 16:00,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,7339,GRAVOIS AVE,1,WALGREENS, , , ,878828.2,994423.4
13-053711,2013-11,10/24/2013 16:25,Y, , ,1, ,101000,6,FORGERY,4847,FARLIN AVE,69, , ,4847,FARLIN,893415.4,1035403
13-058222,2013-11,10/24/2013 16:47,Y, , ,1, ,264100,7,HEALTH-SANITATION VIOL,5567,DR MARTIN LUTHER K,50, , ,5567,DR MARTIN LUTHER KING,884458.3,1032748
13-053761,2013-11,10/24/2013 23:43, , , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1101,PINE,35, ,PARKING LOT, , ,0,0
13-053761,2013-11,10/24/2013 23:43, , , ,-1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1101,PINE,35, ,PARKING LOT, , ,0,0
13-059116,2013-11,10/24/2013 8:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8622,GOODFELLOW BLVD,73, , ,8622,GOODFELLOW,891031.4,1050366
13-053838,2013-11,10/25/2013 1:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,35, , , , ,0,0
13-053775,2013-11,10/25/2013 1:35, , , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6315,EMMA,76, , ,6315,EMMA,0,0
13-053775,2013-11,10/25/2013 1:35, , , ,-1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6315,EMMA,76, , ,6315,EMMA,0,0
13-055300,2013-11,10/25/2013 11:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4018,DUNNICA AVE,16, , ,4018,DUNNICA,890223.3,1003089
13-057122,2013-11,10/25/2013 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5049,DAVISON,0,0
13-058639,2013-11,10/25/2013 13:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,7975,FREDERICK ST,74, , ,7975,FREDERICK,896471.9,1046942
13-055995,2013-11,10/25/2013 14:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,5038,CHIPPEWA ST,7, , ,5038,CHIPPEWA,883646.8,1004254
