Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-047142,2014-10,06/17/2014 19:05,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4960,LACLEDE AVE,38, , ,4960,LACLEDE,887579.7,1022103
14-048996,2014-10,06/21/2014 08:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4052,DETONTY ST,27, , ,4052,DETONTY,891706.4,1013552
14-047743,2014-10,06/28/2014 00:35,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5608,PERSHING AVE,47, , ,5608,PERSHING,882158.1,1024891
14-046715,2014-10,06/29/2014 21:37,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1252,AUBERT AVE,53, , ,1252,AUBERT,888623.1,1028891
14-046710,2014-10,06/30/2014 00:01,Y, , ,1, ,171200,2,SEX OFFNS-STATUATORY RAPE/FIRST,5800,WILSON AVE,12,RED ROOF INN, ,5800,WILSON,0,0
14-048290,2014-10,07/01/2014 08:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",201,E STEINS ST,2,SERVPRO, ,201,STEINS,890521.3,987321.8
14-030215,2014-10,07/07/2014 06:30, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3433,JUNIATA,25, , ,3433,JUNIATA,0,0
14-046733,2014-10,07/07/2014 14:40,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3625,WINNEBAGO ST,15, , ,3625,WINNEBAGO,893007.2,1003971
14-048902,2014-10,07/09/2014 00:01,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,539,N GRAND BLVD,77,CRIME VICTIM ADVOCACY CENTER, ,539,GRAND,896808,1021532
14-031529,2014-10,07/14/2014 20:50, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4044,FLORISSANT,65, , , , ,0,0
14-046617,2014-10,07/14/2014 23:00,Y, , ,1, ,204100,2,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1324,TOWER GROVE AVE,39,LAMB S BRIDE DAYCARE, ,1324,TOWER GROVE,889910.5,1016338
14-047951,2014-10,07/15/2014 10:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,6034,SHULTE AVE,76, , ,6034,SHULTE,890431.4,1046454
14-032474,2014-10,07/20/2014 01:00, , , ,1, , 44012,2,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",4140,MANCHESTER,39,THE ATOMIC COWBOY, ,3331,LEMP,0,0
14-032474,2014-10,07/20/2014 01:00, , , ,-1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,4140,MANCHESTER,39,THE ATOMIC COWBOY, ,3331,LEMP,0,0
14-046961,2014-10,07/21/2014 00:01,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4174,FARLIN AVE,68, , ,4174,FARLIN,897515.7,1032983
14-033348,2014-10,07/25/2014 00:15,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,1531,LAFAYETTE AVE,33, , ,1531,LAFAYETTE,903452.9,1012406
14-033529,2014-10,07/25/2014 22:56,Y, , ,1, ,223000,3,LIQUOR LAWS-LIQUOR LIC VIOLATION,2701,CHEROKEE ST,19,LUMINARY, ,2701,CHEROKEE,897983.9,1005187
14-034023,2014-10,07/26/2014 07:08,Y, , ,1, ,112010,0,FRAUD-CREDIT DEVICE/OVER $150,7139,N MILWAUKEE,0,CVS PHARMACY,CVS PHARMACY,4068,LOUIS,0,0
14-046920,2014-10,07/29/2014 12:00,Y, , ,1, ,112010,0,FRAUD-CREDIT DEVICE/OVER $150,9999,UNKNOWN,0, , ,4788,WREN,0,0
14-050466,2014-10,08/01/2014 00:01,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",3204,HENRIETTA ST,31, , ,3204,HENRIETTA,896623.3,1013583
14-049914,2014-10,08/01/2014 12:00,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1800,RAUSCHENBACH AVE,60, , ,1800,RAUSCHENBACH,0,0
14-039047,2014-10,08/02/2014 00:01,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,716,OFALLON ST,62, , ,919,JEFFERSON,909288.7,1021030
14-048170,2014-10,08/02/2014 14:19,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,4255,HAMPTON AVE,8,TARGET,@TARGET,4255,HAMPTON,878653.4,1004650
14-041773,2014-10,08/02/2014 18:16,Y, , ,1, ,262100,2,PORNAGRAPHY-PROMOTING,3915,OLEATHA AVE,15, , ,3915,OLEATHA,891046,1005192
14-047217,2014-10,08/05/2014 13:47,Y, , ,1, ,262100,2,PORNAGRAPHY-PROMOTING,5615,MURDOCH AVE,7, , ,5615,MURDOCH,880569,1002887
14-049123,2014-10,08/10/2014 10:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",4476,WEST BELLE PL,54, , ,4476,WEST BELLE,891135.8,1026288
14-049506,2014-10,08/10/2014 16:42,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3719,WISCONSIN AVE,18, , ,3719,WISCONSIN,899537.6,1002612
14-049474,2014-10,08/12/2014 00:34,Y, , ,1, , 81000,1,ARSON-1ST DEGREE/SUCCESS,3320,MERAMEC ST,16, , ,3320,MERAMEC,894035.8,1000263
14-046344,2014-10,08/13/2013 08:00,Y, , ,1, ,266300,1,PUBLIC ORDER-UNDER-AGE RELATED VIOLATION,4250,VIRGINIA AVE,16, , ,4250,VIRGINIA,894240,999763.6
14-048042,2014-10,08/13/2013 08:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1619,N BROADWAY,64, , ,1619,BROADWAY,909769.1,1022609
14-048276,2014-10,08/15/2014 10:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5716,COTE BRILLIANTE AVE,50, , ,5716,COTE BRILLIANTE,883881.1,1033831
14-047038,2014-10,08/15/2014 12:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,3300,CLARA AVE,50, , ,3300,CLARA,0,0
14-040030,2014-10,08/22/2014 13:50, , , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4920,JAMIESON,8, ,BASEMENT STORAGE AREA,4920,JAMIESON,0,0
14-040030,2014-10,08/22/2014 13:50, , , ,-1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4920,JAMIESON,8, ,BASEMENT STORAGE AREA,4920,JAMIESON,0,0
14-050253,2014-10,08/23/2014 08:00,Y, , ,1, ,111200,1,FRAUD-BAD CHECK/NO ACCOUNT,5916,MARWINETTE AVE,3, , ,5916,MARWINETTE,887301.8,996478.1
14-042870,2014-10,08/24/2014 09:30,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",5217,FINKMAN ST,6, , ,3157,SUBLETTE,881292.6,998852.4
14-039042,2014-10,08/26/2014 19:08,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1000,N TUCKER BLVD,62, , ,1000,TUCKER,907401.3,1020480
14-040588,2014-10,08/27/2014 15:53,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3444,DUNNICA AVE,16, ,VACANT RESIDENCE,3444,DUNNICA,893806,1002642
14-048253,2014-10,08/29/2014 19:22,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12,@U-HAUL, ,1641,KINGSHIGHWAY,886712.8,1014540
14-045654,2014-10,08/30/2014 18:13,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35, ,@HOTEL- RENAISSANCE GRAND HOTEL,800,WASHINGTON,908187.4,1018534
14-049358,2014-10,08/31/2014 08:54,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2848,MISSOURI AVE,22, , ,2848,MISSOURI,899897.1,1007780
14-048649,2014-10,09/01/2014 00:01,Y, , ,1, , 43022,6,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,1024,BITTNER ST,74, , ,1024,BITTNER,896442.6,1047362
14-050832,2014-10,09/01/2014 10:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,3946,PALM ST,56, , ,3946,PALM,898761.8,1030558
14-049749,2014-10,09/01/2014 11:49,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4288,E ASHLAND AVE,56, , ,4288,ASHLAND,896206.5,1031398
14-049605,2014-10,09/01/2014 12:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3807,ASHLAND AVE,59, , ,3807,ASHLAND,899565.9,1029640
14-048144,2014-10,09/01/2014 17:39,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4715,WASHINGTON BLVD,38, , ,4715,WASHINGTON,889387.6,1025644
14-047695,2014-10,09/02/2014 19:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3515,TENNESSEE AVE,19, , ,3515,TENNESSEE,894207.8,1004818
14-047659,2014-10,09/03/2014 14:40,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5823,WILSON AVE,12, ,@HOTEL- RED ROOF,5823,WILSON,881554.4,1013910
14-040403,2014-10,09/03/2014 14:40, , , ,1, ,151110,2,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5823,WILSON,12, ,@HOTEL- RED ROOF, , ,0,0
14-040403,2014-10,09/03/2014 14:40, , , ,-1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5823,WILSON,12, ,@HOTEL- RED ROOF, , ,0,0
14-046435,2014-10,09/06/2014 00:01,Y, , ,1, , 52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,6204,GRAVOIS AVE,4, , ,6204,GRAVOIS,883543.8,998233.3
14-046386,2014-10,09/06/2014 23:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, , ,2851,GRAVOIS,897916.5,1008451
14-046537,2014-10,09/07/2014 01:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4211,PENROSE ST,68, , ,4211,PENROSE,898149.8,1034013
14-047961,2014-10,09/09/2014 00:01,Y, , ,1, , 91124,4,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",3619,N 14TH ST,65, , ,3619,14TH,906333.6,1029507
14-041369,2014-10,09/09/2014 08:00, , , ,-1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2312,TOWER GROVE,27, ,ON STREET,2312,TOWER GROVE,0,0
14-045984,2014-10,09/09/2014 09:35,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4389,PENROSE ST,68, , ,4389,PENROSE,896701.9,1034834
14-047156,2014-10,09/10/2014 08:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4315,W BELLE PL,58, , ,4315,BELLE,892550.7,1025627
14-048171,2014-10,09/10/2014 09:56,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,4255,HAMPTON AVE,8,TARGET,@TARGET,4255,HAMPTON,878653.4,1004650
14-042812,2014-10,09/10/2014 11:11,Y, , ,1, ,117000,6,FAILURE TO RETURN BORROWED/RENTED VEHICL,4014,UNION BLVD,70, ,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
14-047707,2014-10,09/10/2014 14:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4635,JAMIESON AVE,9, , ,4635,JAMIESON,874568,1003512
14-041674,2014-10,09/10/2014 19:53,Y, , ,1, ,182250,3,DRUGS-POSSESSION/COCAINE,3447,VIRGINIA AVE,30, , ,3447,VIRGINIA,894920.9,1005096
14-045786,2014-10,09/11/2014 07:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3212,MOUNT PLEASANT ST,16, , ,3212,MOUNT PLEASANT,894019.5,997600.1
14-047119,2014-10,09/11/2014 12:36,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35,HERTZ RENTAL,INSIDE RENAISSANCE GRAND HOTEL,800,WASHINGTON,908187.4,1018534
14-041857,2014-10,09/11/2014 14:44,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,4942,WINONA AVE,7, , , , ,884275.7,1003830
14-046971,2014-10,09/11/2014 22:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,2615,WASHINGTON AVE,37,G.W. LOFT APARTMENTS, ,2615,WASHINGTON,901832.9,1020376
14-041967,2014-10,09/12/2014 10:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,MIAMI ST / VIRGINIA AVE,19, , , , ,894970.2,1004324
14-049268,2014-10,09/12/2014 17:00,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,1722,OLIVE ST,36, , ,1722,OLIVE,904339.9,1018779
14-042133,2014-10,09/13/2014 03:00, , , ,-1, , 51321,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED,5246, ,51, ,:1ST FLR,5246,RIDGE,0,0
14-046721,2014-10,09/13/2014 16:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
14-042330,2014-10,09/14/2014 15:00,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,851,N SKINKER BLVD,48, ,TACO BELL PARKING LOT, , ,877678,1028783
14-050081,2014-10,09/15/2014 15:00,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,4265,ATHLONE AVE,68,YEATMAN MIDDLE SCHOOL,@SCHOOL - YEATMAN,4265,ATHLONE,897803.3,1034677
14-042579,2014-10,09/15/2014 22:50, , , ,-1, , 42011,5,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,625,EUCLID,38, , , , ,0,0
14-042578,2014-10,09/15/2014 23:30, , , ,-1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE, , ,16, ,: @SLU HOSPITAL,1325,GRAND,0,0
14-042596,2014-10,09/16/2014 02:30,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5700,PAMPLIN PL,76, ,REAR GARAGE,5900,HARNEY,0,0
14-045852,2014-10,09/16/2014 08:00,Y, , ,1, ,141200,4,DSTRCTN PRPRTY-TMPRNG/WITH COMPUTER-INTELLECTU,40,COLUMBUS SQUARE DR,62, , ,40,COLUMBUS SQUARE,908159.6,1020722
14-042616,2014-10,09/16/2014 08:49,Y, , ,1, ,151140,5,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,0,AUBERT AVE / SUBURBAN TRACKS,53, , , , ,888293.3,1027083
14-048228,2014-10,09/16/2014 09:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1409,WASHINGTON AVE,36,HOME MEDICAL ASSOCIATES,SUITE 202,1409,WASHINGTON,905906.8,1019379
14-042696,2014-10,09/16/2014 16:10, , , ,-1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5971,PAGE,78, , ,5971,PAGE,0,0
14-042740,2014-10,09/16/2014 18:15, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,700,CLARK,35,BUSCH STADIUM,@BUSCH STADIUM,700,CLARK,0,0
14-042735,2014-10,09/16/2014 21:00,Y, , ,1, , 41203,4,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,1900,NEWHOUSE AVE,65, , , , ,904812.6,1030771
14-042735,2014-10,09/16/2014 21:00,Y, , ,1, , 41203,4,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,1900,NEWHOUSE AVE,65, , , , ,904812.6,1030771
14-047352,2014-10,09/17/2014 00:01,Y, , ,1, ,103000,5,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,954,GOODFELLOW BLVD,48,B&B SUPERMARKET, ,954,GOODFELLOW,881437.9,1029432
14-042777,2014-10,09/17/2014 07:29,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5050,HIGHLAND AVE,52, , ,5050,HIGHLAND,888888.9,1032332
14-046311,2014-10,09/17/2014 09:47,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4660,CHIPPEWA ST,5, ,SHOP & SAVE,4660,CHIPPEWA,885362.3,1003846
14-046365,2014-10,09/17/2014 10:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3415,WINNEBAGO ST,19, , ,6605,MICHIGAN,894284.6,1003760
14-042874,2014-10,09/17/2014 13:30,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5818, ,50, , ,5818,SELBER,0,0
14-046894,2014-10,09/17/2014 14:15,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,4315,DELMAR BLVD,58, , ,4315,DELMAR,892123.7,1024991
14-047770,2014-10,09/17/2014 16:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",918,UNION BLVD,51,SOLDAN HIGH SCHOOL, ,918,UNION,885248.8,1027486
14-042914,2014-10,09/17/2014 18:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,700,CLARK,35, , ,700,CLARK,0,0
14-042889,2014-10,09/17/2014 19:53,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,2600,N TAYLOR AVE,57, , ,2600,TAYLOR,893214.1,1030180
14-042889,2014-10,09/17/2014 19:53,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,2600,N TAYLOR AVE,57, , ,2600,TAYLOR,893214.1,1030180
14-042910,2014-10,09/17/2014 22:15,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4670,KOSSUTH AVE,69, , ,4672,KOSSUTH,894077.6,1035295
14-046714,2014-10,09/18/2014 08:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1019,N SKINKER PKWY,48, , ,1019,SKINKER,878976.1,1030954
14-046338,2014-10,09/18/2014 10:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2263,MISSOURI AVE,23, , ,2263,MISSOURI,900094.7,1010221
14-049612,2014-10,09/18/2014 13:37,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4221,WYOMING ST,15, ,VACANT RESIDENCE,4221,WYOMING,889010.8,1007688
