Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-002046,2015-03,01/14/2015 11:42, , , ,-1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,5720,LOUIS,50,@WELLS-GOODFELLOW NEIGHBORHOOD, ,5720,ST LOUIS,0,0
15-009998,2015-03,01/15/2015 14:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2710,S GRAND BLVD,25,TOWER GROVE MANOR, ,2710,GRAND,894276.4,1009905
15-011013,2015-03,01/17/2015 12:06,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12, , ,1641,KINGSHIGHWAY,886712.8,1014540
15-011218,2015-03,01/17/2015 18:21,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,6780,SOUTHWEST AVE,10, , ,6780,SOUTHWEST,875802.8,1012032
15-013356,2015-03,01/17/2015 20:00,Y, , ,1, , 43015,6,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,5610,W FLORISSANT AVE,72, , ,5610,FLORISSANT,893024.4,1044174
15-013923,2015-03,01/18/2015 20:09,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5349,CABANNE AVE,49, , ,5349,CABANNE,884651.4,1028546
15-011060,2015-03,01/19/2015 00:01,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,414,N 21ST ST,36, , ,414,21ST,903226.6,1019626
15-013921,2015-03,01/19/2015 16:52,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1451,N KINGSHIGHWAY BLVD,51, , ,1451,KINGSHIGHWAY,888171.9,1030307
15-012190,2015-03,01/20/2015 10:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,E MARCEAU ST / WATER ST,2, , ,200,MARCEAU,887915.6,985916.1
15-011381,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,4040,CORA,0,0
15-013754,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,8925,EDNA,0,0
15-013775,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,8791,GOODFELLOW,0,0
15-013778,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,709,GIMBLIN,0,0
15-013731,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,1126,RIVERVIEW,0,0
15-013748,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,919,MELVIN,0,0
15-012617,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,5722,ASTRA AVE,73, , ,5722,ASTRA,891641.8,1046720
15-013359,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5930,MIMIKA,0,0
15-013525,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,4959,COTE BRILLIANTE,0,0
15-013532,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5092,GERALDINE,0,0
15-013387,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5029,BEACON,0,0
15-013529,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5445,QUEENS,0,0
15-013597,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,8794,GOODFELLOW,0,0
15-013536,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5957,MCARTHUR,0,0
15-013167,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,4635,PENROSE,0,0
15-013375,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,4101,DRESSELL,0,0
15-013389,2015-03,01/20/2015 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,4630,ANDERSON,0,0
15-011693,2015-03,01/20/2015 23:50,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5728,W FLORISSANT AVE,72, ,NUISANCE ABATEMENT PROPERTY,5728,FLORISSANT,892558.1,1044850
15-010111,2015-03,01/21/2015 00:01,Y, , ,1, ,101000,4,FORGERY,600,WASHINGTON AVE,35, , ,600,WASHINGTON,908952.8,1018432
15-010055,2015-03,01/21/2015 15:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1328,TAMM AVE,42, , ,1328,TAMM,879389.4,1016981
15-003391,2015-03,01/21/2015 21:20, , , ,-1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3100,OHIO,30, , , , ,0,0
15-012495,2015-03,01/22/2015 12:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1024,S VANDEVENTER AVE,28, , ,1024,VANDEVENTER,892333.2,1017292
15-011493,2015-03,01/23/2015 22:00,Y, , ,1, , 43025,4,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,1010,N 17TH ST,61, , ,1010,17TH,905333,1020872
15-011493,2015-03,01/23/2015 22:00,Y, , ,1, , 43025,4,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,1010,N 17TH ST,61, , ,1010,17TH,905333,1020872
15-011177,2015-03,01/25/2015 00:01,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6068,EMMA AVE,76, , ,6068,EMMA,889818.8,1046056
15-004043,2015-03,01/25/2015 11:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2614,JAMES COOL PAPA BELL AVE,59,MORNING STAR CHURCH, ,2700,JAMES COOL PAPA BELL,902059.1,1023010
15-011430,2015-03,01/26/2015 08:30,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7851,BANDERO DR,1, , ,7851,BANDERO,886197.3,989867
15-011235,2015-03,01/26/2015 12:00,Y, , ,1, ,204100,3,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,3135,OSAGE ST,16, , ,3135,OSAGE,895027.4,1001637
15-004240,2015-03,01/26/2015 21:20,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
15-004638,2015-03,01/28/2015 15:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5105,COLOGNE AVE,5, ,VACANT RESIDENCE,5105,COLOGNE,884811.9,1000683
15-004582,2015-03,01/28/2015 19:35,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2300,S JEFFERSON AVE,23, , , , ,899622.3,1010145
15-013920,2015-03,01/29/2015 23:55,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4031,PAGE BLVD,58, , ,4031,PAGE,895303.1,1025831
15-005904,2015-03,01/30/2015 09:46,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1808,S 10TH ST,21, , ,1808,10TH,904686.5,1011109
15-009666,2015-03,01/30/2015 14:00,Y, , ,1, , 31421,6,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4201,N GRAND BLVD,67, , ,5523,BEACON,902139.8,1031842
15-013168,2015-03,01/31/2014 10:33,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5412,ROBIN,0,0
15-014516,2015-03,01/31/2015 10:44,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3804,GRAVOIS AVE,15, , ,3804,GRAVOIS,891791.2,1004259
15-010784,2015-03,01/31/2015 12:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4617,ANDERSON AVE,69, , ,4617,ANDERSON,895192,1036379
15-012512,2015-03,01/31/2015 15:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4525,HAMPTON AVE,8, , ,4525,HAMPTON,878907.3,1003418
15-010497,2015-03,02/01/2014 00:01,Y, , ,1, ,171300,5,SEX OFFNS-STATUATORY RAPE/SECOND,3000,UNION BLVD,50, , ,3000,UNION,0,0
15-010027,2015-03,02/01/2015 00:01,Y, , ,1, ,112020,4,FRAUD-CREDIT DEVICE/UNDER $150,1519,DESTREHAN ST,65, , ,1519,DESTREHAN,905864.7,1028989
15-009500,2015-03,02/01/2015 07:00,Y, , ,1, ,179100,3,RISKING INFECTION OF ANOTHER BY HIV,1400,S TUCKER BLVD,34, ,@TWELFTH AND PARK REC CENTER,1500,MARKET,0,0
15-013183,2015-03,02/01/2015 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5509,PENNSYLVANIA AVE,1, , ,5509,PENNSYLVANIA,893755.8,993994.3
15-011071,2015-03,02/01/2015 12:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 4TH ST / LUCAS AVE,35, , ,6720,CLAYTON,909647.8,1018654
15-010816,2015-03,02/02/2015 12:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5453,DELMAR BLVD,49, , ,5453,DELMAR,883561.5,1027076
15-010736,2015-03,02/02/2015 13:00,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,5511,WABADA AVE,50,LANGSTON SCHOOL,@LANGSTON SCHOOL,5511,WABADA,885657.5,1033864
15-010736,2015-03,02/02/2015 13:00,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,5511,WABADA AVE,50,LANGSTON SCHOOL,@LANGSTON SCHOOL,5511,WABADA,885657.5,1033864
15-013594,2015-03,02/02/2015 14:05,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,5855,HOLLY HILLS AVE,8, , ,5855,HOLLY HILLS,878366.8,999596.1
15-010851,2015-03,02/03/2015 10:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5039,GERALDINE AVE,71, , ,5039,GERALDINE,892678.3,1040319
15-005422,2015-03,02/03/2015 10:30,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,814,WALL ST,74, ,SINGLE FAMILY,814,WALL,897287.1,1050789
15-009943,2015-03,02/03/2015 13:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2321,INDIANA AVE,23, , ,2321,INDIANA,899729.6,1009927
15-011681,2015-03,02/03/2015 13:34,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5874,HIGHLAND AVE,50, ,NUISANCE ABATEMENT PROPERTY,5874,HIGHLAND,883229.3,1035353
15-009804,2015-03,02/04/2015 21:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3704,KOSCIUSKO ST,18, , ,3704,KOSCIUSKO,900610.6,1002321
15-012505,2015-03,02/04/2015 22:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5242,GREER AVE,52, , ,5242,GREER,888722.6,1034849
15-009984,2015-03,02/05/2015 10:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5616,MAPLE AVE,48, , ,5616,MAPLE,882484.8,1029342
15-011340,2015-03,02/05/2015 19:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, , ,2851,GRAVOIS,897916.5,1008451
15-013919,2015-03,02/05/2015 20:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
15-005857,2015-03,02/06/2015 00:47,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3500,BINGHAM AVE,16, , ,3500,BINGHAM,893416.3,999808.1
15-009856,2015-03,02/06/2015 12:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,116,N 6TH ST,35, ,@BREAD COMPANY- 6TH,600,PINE,908732.9,1017197
15-006017,2015-03,02/06/2015 21:17,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,3113,N GRAND BLVD,59, ,CITY STREET, , ,900489.1,1028885
15-009938,2015-03,02/06/2015 22:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,CLARK AVE / STADIUM PLZ,35,MIDTOWN PARKING GARAGE, , , ,907623,1016269
15-011194,2015-03,02/07/2015 13:00,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,CONCOURSE DR / WELLS DR,82, , ,5120,CLAYTON,881494.5,1019459
15-007055,2015-03,02/07/2015 14:48, , , ,-1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",3639,ROBERT,4, , ,3639,ROBERT,0,0
15-015398,2015-03,02/07/2015 17:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5043,AUBERT AVE,71, , ,5043,AUBERT,893621.3,1039103
15-010254,2015-03,02/07/2015 19:00,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5243,WABADA AVE,52, , ,2606,UNION,887714.6,1032805
15-011687,2015-03,02/08/2015 06:55,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1065,HODIAMONT AVE,48, ,NUISANCE ABATEMENT PROPERTY,1065,HODIAMONT,879048.6,1030721
15-006326,2015-03,02/08/2015 11:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,36, , ,1820,MARKET,0,0
15-006264,2015-03,02/08/2015 14:58,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S 14TH ST / CLARK AVE,36, , , , ,905366,1016898
15-014503,2015-03,02/09/2015 08:14,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,10,OFALLON ST,64, , ,10,OFALLON,911102.8,1021101
15-010180,2015-03,02/09/2015 16:39,Y, , ,1, ,111120,2,FRAUD-BAD CHECK/INSUF FUNDS/UNDER $150,2017,S GRAND BLVD,27, , ,2017,GRAND,894390.3,1012411
15-013649,2015-03,02/10/2015 00:00,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4331,WALLACE AVE,5, , ,4331,WALLACE,886554.9,1001187
15-013415,2015-03,02/10/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1214,VICTOR,0,0
15-014504,2015-03,02/10/2015 09:11,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,10,OFALLON ST,64, , ,10,OFALLON,911102.8,1021101
15-012256,2015-03,02/10/2015 11:30,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",146,PRESIDENT ST,18,CENTRIFUGAL & MECHANICAL INDUSTRIAL, ,146,PRESIDENT,900865.3,1003102
15-009295,2015-03,02/10/2015 13:45,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4710,VIRGINIA AVE,16, , ,4710,VIRGINIA,893497.6,996967.4
15-006769,2015-03,02/11/2015 09:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3012,GRAND,25, ,SALON ST LOUIS PARKING LOT,3012,GRAND,0,0
15-006733,2015-03,02/11/2015 11:50,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3916,N FLORISSANT AVE,65, ,APARTMENT COMPLEX/REAR,3900,FLORISSANT,904129.4,1030129
15-006766,2015-03,02/11/2015 14:20,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,2728,SEMPLE AVE,50, , ,2728,SEMPLE,886641.6,1034271
15-010976,2015-03,02/11/2015 17:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5319,NORTHLAND AVE,50, , ,5319,NORTHLAND,887485.8,1033578
15-011246,2015-03,02/12/2015 08:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3133,CHEROKEE ST,19, , ,3133,CHEROKEE,895707,1005545
15-009969,2015-03,02/12/2015 13:01,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,5208,CREIGHTON DR,88, , ,5208,CREIGHTON,873307.5,1001253
15-013360,2015-03,02/12/2015 18:03,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1641,S KINGSHIGHWAY BLVD,12,U-HAUL, ,1641,KINGSHIGHWAY,886712.8,1014540
15-009802,2015-03,02/13/2015 00:01,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,16,WESTMORELAND PL,38, , ,16,WESTMORELAND,886658.4,1023781
15-007780,2015-03,02/13/2015 00:01,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,1,CHILDRENS PL,38, , ,1,CHILDRENS,887975.4,1020896
15-010836,2015-03,02/13/2015 02:31,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
15-013461,2015-03,02/13/2015 08:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2235,JULES ST,23, , ,2235,JULES,900450.2,1010366
15-010014,2015-03,02/13/2015 10:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4918,WINONA AVE,7, , ,4918,WINONA,884486.4,1003791
15-014804,2015-03,02/13/2015 11:52,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4114,BEETHOVEN AVE,5, , ,4114,BEETHOVEN,888195.1,1002270
15-007053,2015-03,02/13/2015 13:30,Y, , ,1, ,182250,3,DRUGS-POSSESSION/COCAINE,3835,IOWA AVE,16, , ,3835,IOWA,897131.5,1002160
15-007051,2015-03,02/13/2015 14:00,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4553,ADELAIDE AVE,68, , ,4553,ADELAIDE,899828.4,1034630
15-009342,2015-03,02/13/2015 17:18,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,4218,LINDELL BLVD,38,WALGREENS, ,4014,UNION,891808.7,1022061
15-009710,2015-03,02/13/2015 19:18,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3934,S GRAND BLVD,16, , ,3934,GRAND,893237.9,1002057
15-009777,2015-03,02/13/2015 21:02,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3225,HAMPTON AVE,9,U-GAS 231, ,3225,HAMPTON,879649.6,1008791
15-007137,2015-03,02/14/2015 00:01,Y, , ,1, , 31421,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,MINNESOTA AVE / OSCEOLA ST,17, , ,4300,MINNESOTA,895099.9,998923.1
15-012659,2015-03,02/14/2015 06:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",2111,GRAVOIS AVE,23, , ,2111,GRAVOIS,900687.6,1009970
15-010340,2015-03,02/14/2015 08:00,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,4927,S KINGSHIGHWAY BLVD,7, , ,4927,KINGSHIGHWAY,884071.6,1001923
15-009511,2015-03,02/14/2015 09:45,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1717,COCHRAN PL,61, ,APT A,1717,COCHRAN,905432.7,1022657
15-010314,2015-03,02/14/2015 10:30,Y, , ,1, , 64701,0,LARCENY-FROM MTR VEH UNDER $500,0,UNKNOWN,0, , ,4105,C D BANKS,0,0
15-015113,2015-03,02/15/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-013334,2015-03,02/15/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-010640,2015-03,02/15/2015 08:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4648,GRAVOIS AVE,5, ,APT 302,4648,GRAVOIS,887411.4,1001096
15-007859,2015-03,02/15/2015 17:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1531,S 8TH ST,21, , ,1531,8TH,905645.2,1011703
15-007507,2015-03,02/15/2015 23:59, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4024,LABADIE,56, , ,4024,LABADIE,0,0
15-013335,2015-03,02/16/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-010311,2015-03,02/16/2015 08:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5220,GILMORE AVE,72, , ,5220,GILMORE,890714.7,1043988
15-010831,2015-03,02/16/2015 08:27,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4122,ENRIGHT AVE,58, , ,4122,ENRIGHT,893662.1,1024324
