Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-052472,2014-11,6/11/2014 12:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,6060,SHULTE AVE,76, , ,6060,SHULTE,890186.2,1046593
14-052421,2014-11,6/11/2014 17:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5861,SELBER CT,50,HILLVALE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5861,SELBER,884844.9,1038078
14-053550,2014-11,6/12/2014 21:26,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4544,N KINGSHIGHWAY BLVD,71, ,NUISANCE ABATEMENT PROPERTY,4544,KINGSHIGHWAY,893139.7,1038926
14-026109,2014-11,6/14/2014 12:30, , , ,-1, ,242000,1,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,4143,SCHILLER,5, , ,4143,SCHILLER,0,0
14-027926,2014-11,6/20/2014 16:00, , , ,-1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2153, ,18, ,:1ST FLR,2153,STANSBURY,0,0
14-052450,2014-11,6/20/2014 19:30,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,2916,UNION BLVD,52, , ,2916,UNION,888425.2,1034573
14-027499,2014-11,6/22/2014 0:30, , , ,-1, ,67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3716, ,19, , ,3716,IOWA,0,0
14-051895,2014-11,6/23/2004 0:01,Y, , ,1, ,171200,6,SEX OFFNS-STATUATORY RAPE/FIRST,5300,ROBIN AVE,72, , ,5300,ROBIN,0,0
14-052510,2014-11,6/27/2014 0:42,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5431,CABANNE AVE,49, , ,5431,CABANNE,884052.6,1028622
14-053551,2014-11,7/3/2014 2:12,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4544,N KINGSHIGHWAY BLVD,71, ,NUISANCE ABATEMENT PROPERTY,4544,KINGSHIGHWAY,893139.7,1038926
14-045170,2014-11,7/5/2014 14:00,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,3317,ITASKA ST,16, , ,1915,OLIVE,893311.9,997299.9
14-051968,2014-11,7/6/2014 0:01,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,3820,WEST PINE BLVD,37, , ,3820,WEST PINE,894443.3,1020854
14-056078,2014-11,7/8/2014 17:32,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35, ,HERTZ,800,WASHINGTON,908187.4,1018534
14-053552,2014-11,7/14/2014 8:05,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4544,N KINGSHIGHWAY BLVD,71, ,NUISANCE ABATEMENT PROPERTY,4544,KINGSHIGHWAY,893139.7,1038926
14-053309,2014-11,7/15/2014 8:00,Y, , ,1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,720,DOVER PL,1, , ,720,DOVER,891368.2,994263.7
14-032240,2014-11,7/18/2014 18:30, , , ,-1, ,111300,4,FRAUD-BAD CHECK/ATTEMPT,1417,GRAND,59, ,:@CHECK--N-GO,1417,GRAND,0,0
14-032929,2014-11,7/21/2014 17:00, , , ,-1, ,72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1220,ANN,21, , ,1220,ANN,0,0
14-052707,2014-11,7/23/2014 0:01,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5358,PATTON AVE,50, , ,5358,PATTON,886297.6,1032251
14-055035,2014-11,7/27/2014 0:01,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999",3208,DELOR ST,16, , ,3208,DELOR,893800.5,996314.8
14-042833,2014-11,7/31/2014 0:01, , , ,-1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,1308,10TH,34, , ,1308,10TH,0,0
14-052133,2014-11,8/1/2014 10:00,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999",3944,NATURAL BRIDGE AVE,56, , ,3944,NATURAL BRIDGE,898923.4,1030789
14-051695,2014-11,8/6/2014 1:55,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5461,DELMAR BLVD,49, , ,5461,DELMAR,883561.5,1027076
14-052718,2014-11,8/6/2014 10:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,1904,E GANO AVE,66, , ,1421,JOHN,902876.1,1033892
14-053602,2014-11,8/10/2014 8:58,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,4200,PAPIN ST,39,SWISS AMERICAN INC, ,4200,PAPIN,891105.7,1018217
14-052512,2014-11,8/10/2014 20:02,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5431,CABANNE AVE,49, , ,5431,CABANNE,884052.6,1028622
14-053079,2014-11,8/12/2013 8:00,Y, , ,1, ,266300,5,PUBLIC ORDER-UNDER-AGE RELATED VIOLATION,6007,MAPLE AVE,48, , ,6007,MAPLE,879542.3,1029900
14-052612,2014-11,8/15/2014 0:01,Y, , ,1, ,91124,3,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",3646,IOWA AVE,19, , ,3646,IOWA,897500.7,1003308
14-053627,2014-11,8/15/2014 17:00,Y, , ,1, ,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",5935,HORTON PL,48,PEOPLE S COMMUNITY ACTION CORPORATI, ,5935,HORTON,880314.1,1030299
14-051691,2014-11,8/16/2014 7:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1350,UNION BLVD,51, , ,1350,UNION,885760.1,1030051
14-052684,2014-11,8/18/2014 12:22,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4675,TENNESSEE AVE,16, , ,4675,TENNESSEE,892203.9,998160.9
14-052449,2014-11,8/20/2014 19:30,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,2916,UNION BLVD,52, , ,2916,UNION,888425.2,1034573
14-053121,2014-11,8/22/2014 7:30,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4200,HAMPTON AVE,7, ,@MCDONALDS - HAMPTON,3156,PORTIS,879017.6,1005015
14-051354,2014-11,8/23/2014 16:23,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,118,MORGAN ST,35, ,@BIG DADDYS,118,MORGAN,910499.1,1018622
14-056067,2014-11,8/25/2014 15:40,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3643,KEOKUK ST,16, , ,3646,DUNNICA,892692.6,1002592
14-051278,2014-11,8/26/2014 9:59,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3642,ARKANSAS AVE,19, , ,3642,ARKANSAS,893922.1,1003918
14-053553,2014-11,8/29/2014 0:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4544,N KINGSHIGHWAY BLVD,71, ,NUISANCE ABATEMENT PROPERTY,4544,KINGSHIGHWAY,893139.7,1038926
14-053554,2014-11,8/30/2014 17:56,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4544,N KINGSHIGHWAY BLVD,71, ,NUISANCE ABATEMENT PROPERTY,4544,KINGSHIGHWAY,893139.7,1038926
14-045358,2014-11,9/1/2014 0:01, , , ,1, ,21000,3,RAPE -- FORCIBLE,3500,ILLINOIS,18, , ,3500,ILLINOIS,0,0
14-052534,2014-11,9/1/2014 14:30,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500,4669,W PRIMM ST,4, , ,4669,PRIMM,880966.2,993866
14-052713,2014-11,9/1/2014 15:05,Y, , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,2020,CHEROKEE ST,18, , ,2020,CHEROKEE,899730.8,1004727
14-051840,2014-11,9/3/2014 8:00,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3446,WINNEBAGO ST,19, , ,3446,WINNEBAGO,893969.4,1003620
14-051697,2014-11,9/3/2014 18:07,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3936,COOK AVE,58, , ,3936,COOK,895577.4,1024907
14-051702,2014-11,9/5/2014 14:00,Y, , ,1, ,51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4140,ASHLAND AVE,56, , ,4140,ASHLAND,897401.3,1030640
14-054170,2014-11,9/9/2014 16:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,4647,ENRIGHT AVE,54, , ,4647,ENRIGHT,889614.4,1026468
14-056076,2014-11,9/12/2014 14:44,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35, ,HERTZ,800,WASHINGTON,908187.4,1018534
14-051693,2014-11,9/14/2014 13:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION, ,N KINGSHIGHWAY BLVD,51, , , ,KINGSHIGHWAY,887776.4,1026226
14-051676,2014-11,9/15/2014 14:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,EMMA AVE / MIMIKA AVE,76, , , , ,889837.1,1046246
14-043787,2014-11,9/16/2014 7:30,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,1026,BATES ST,1, , ,1026,BATES,890685.4,995675.3
14-051659,2014-11,9/17/2014 12:00,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500,5909,SHERRY AVE,76, , ,5909,SHERRY,889489.3,1044215
14-051284,2014-11,9/18/2014 7:30,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500,6560,MITCHELL TER,43, , ,6560,MITCHELL,877145.3,1015078
14-051395,2014-11,9/18/2014 19:00,Y, , ,1, ,171200,6,SEX OFFNS-STATUATORY RAPE/FIRST,5900,EMMA AVE,76, , ,5900,EMMA,0,0
14-050495,2014-11,9/19/2014 15:07,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,919,N JEFFERSON AVE,59, , ,919,JEFFERSON,902219.7,1021301
14-051478,2014-11,9/22/2014 10:00,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500,1520,MARKET ST,36, , ,1520,MARKET,904957.9,1017645
14-050100,2014-11,9/22/2014 15:00,Y, , ,1, ,21000,2,RAPE -- FORCIBLE,5600,OAKLAND AVE,41,FOREST PARK COMM COLLEGE, ,5600,OAKLAND,0,0
14-051915,2014-11,9/23/2014 8:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2705,UTAH ST,30, , ,2705,UTAH,898070.9,1005842
14-053587,2014-11,9/25/2012 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9640,DIAMOND DR,0, , ,4701,FARLIN,902970.9,1058594
14-051927,2014-11,9/25/2014 8:00,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,6808,BRADLEY AVE,9, , ,6808,BRADLEY,875643.6,1008951
14-044490,2014-11,9/26/2014 4:05, , , ,1, ,263120,3,OBSTRUCT GOVRN OP-FALSE REPORT, , ,19, , , , ,0,0
14-044490,2014-11,9/26/2014 4:05, , , ,-1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC", , ,19, , , , ,0,0
14-051990,2014-11,9/27/2014 15:00,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2858,ARSENAL ST,30, , ,2858,ARSENAL,897136.4,1007583
14-053763,2014-11,9/30/2014 13:00,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500,3521,BINGHAM AVE,16, , ,3521,BINGHAM,893494.5,999826.4
14-045419,2014-11,9/30/2014 18:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,1234,WASHINGTON AVE,36,LUCAS PARK GRILL, ,1234,WASHINGTON,906445.8,1019008
14-053780,2014-11,10/1/1995 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8556,CHURCH RD,74, , ,8556,CHURCH,896434.3,1049972
14-045433,2014-11,10/1/2014 0:09, , , ,-1, ,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3000,OREGON,30, , ,2851,GRAVOIS,0,0
14-052452,2014-11,10/1/2014 7:57,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,200,S 4TH ST,35,MILLENNUM HOTEL,@HOTEL- MILLENIUM HOTEL,200,4TH,909014.1,1015761
14-053078,2014-11,10/1/2014 8:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,CHOUTEAU AVE / S JEFFERSON AVE,32, , , , ,900655.8,1015642
14-053719,2014-11,10/1/2014 23:13,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
14-051769,2014-11,10/2/2014 3:30,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5822,JULIAN AVE,48, , ,5822,JULIAN,881519.3,1031231
14-052419,2014-11,10/2/2014 4:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5822,JULIAN AVE,48, ,NUISANCE ABATEMENT PROPERTY,5822,JULIAN,881519.3,1031231
14-051464,2014-11,10/2/2014 21:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3037,WYOMING ST,30, , ,3037,WYOMING,896342.3,1006784
14-046018,2014-11,10/3/2014 23:00, , , ,-1, ,71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,700,MARKET,35, , , , ,0,0
13-050501,2014-11,10/5/2013 6:00, , , ,-1, ,72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR, ,GOODFELLOW LILLIAN,76, , , , ,0,0
14-051707,2014-11,10/5/2014 12:00,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500,3030,CAROLINE ST,31, , ,3030,CAROLINE,897695.4,1014915
14-053578,2014-11,10/5/2014 23:40,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1800,LOCUST ST,36, , ,1800,LOCUST,904278.2,1019146
14-051616,2014-11,10/6/2014 11:35,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,504,BATES ST,1, ,NUISANCE PROPERTY,504,BATES,892637.8,994365.9
14-050316,2014-11,10/6/2014 16:00,Y, , ,1, ,51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,200,N 7TH ST,35,PHARAOHS BAKERY,BAKERY,200,7TH,908421.1,1017562
14-050200,2014-11,10/7/2014 2:05, , , ,1, ,141200,5,DSTRCTN PRPRTY-TMPRNG/WITH COMPUTER-INTELLECTU,314, ,47, , ,314,CLARA,0,0
14-050200,2014-11,10/7/2014 2:05, , , ,-1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,314, ,47, , ,314,CLARA,0,0
14-051320,2014-11,10/8/2014 7:30,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5532,SOUTHWEST AVE,13, , ,5532,SOUTHWEST,882720.5,1010654
14-052214,2014-11,10/8/2014 12:00,Y, , ,1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6111,MICHIGAN AVE,1, ,SINGLE FAMILY - OCCUPIED,6111,MICHIGAN,892049.5,992992.3
14-046797,2014-11,10/8/2014 16:28,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1406,N 16TH ST,61, , ,1400,N16TH,906237.2,1022347
14-046844,2014-11,10/8/2014 19:28,Y, , ,1, ,10000,2,HOMICIDE,4178,SHAW BLVD,27, , ,4178,SHAW,890650.8,1013403
14-046844,2014-11,10/8/2014 19:28,Y, , ,1, ,41201,2,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,4178,SHAW BLVD,27, , ,4178,SHAW,890650.8,1013403
14-046844,2014-11,10/8/2014 19:28, , , ,-1, ,10000,2,HOMICIDE,4178,SHAW BLVD,27, , ,4178,SHAW,890650.8,1013403
14-051601,2014-11,10/8/2014 20:50,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,614,HOLLY HILLS AVE,1, , ,614,HOLLY HILLS,890667.2,992451.3
14-051728,2014-11,10/8/2014 21:00,Y, , ,1, ,204100,2,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1201,SAN JACINTO CT,44, , ,1201,SAN JACINTO,877768,1017591
14-046864,2014-11,10/9/2014 2:36,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4337,PRAIRIE AVE,67, , ,4337,PRAIRIE,901534.6,1033283
14-047052,2014-11,10/10/2014 1:00,Y, , ,1, ,142310,3,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,0,ARSENAL ST / S GRAND BLVD,25, , , , ,893925.6,1008454
14-053722,2014-11,10/10/2014 7:45,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4908,EUCLID TER,53, , ,4908,EUCLID,888734.8,1027045
14-053004,2014-11,10/10/2014 12:00,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,2003,ALFRED AVE,13, , , , ,888521,1012856
14-051919,2014-11,10/10/2014 15:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3523,IOWA AVE,19, , ,3523,IOWA,897446,1004228
14-053721,2014-11,10/10/2014 15:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
14-051595,2014-11,10/11/2014 9:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4236,LAWN AVE,7, , ,4236,LAWN,884550.8,1004003
14-047635,2014-11,10/11/2014 15:00, , , ,1, ,65701,0,LARCENY-MTR VEH PARTS UNDER $500, ,UNKNOWN,0, , ,3632,WYOMING,0,0
14-047649,2014-11,10/11/2014 18:15,Y, , ,1, ,65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",4558,VIRGINIA AVE,16,QUALITY AUTO REPAIR, ,4558,VIRGINIA,893717.3,997793.8
14-047612,2014-11,10/12/2014 10:15,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500,4921,WISE AVE,40, , ,4921,WISE,887099.3,1017118
14-049968,2014-11,10/12/2014 12:00,Y, , ,1, ,52312,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4334,N NEWSTEAD AVE,68, , ,4334,NEWSTEAD,897133.8,1035599
14-047495,2014-11,10/12/2014 14:50, , , ,-1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1600, ,36, , ,1601,LOCUST,0,0
14-053555,2014-11,10/14/2014 5:11,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4544,N KINGSHIGHWAY BLVD,71, ,NUISANCE ABATEMENT PROPERTY,4544,KINGSHIGHWAY,893139.7,1038926
14-048111,2014-11,10/14/2014 16:00,Y, , ,1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5415,ALABAMA AVE,1, ,VACANT BUILDING,5415,ALABAMA,892214.2,995546.4
14-053271,2014-11,10/15/2014 0:01,Y, , ,1, ,44024,5,ASLT-AGGRV-HND/FST/FT-1ST-CHILD-DOMESTIC,917,GOODFELLOW BLVD,48, , ,917,GOODFELLOW,881317.9,1028946
14-052955,2014-11,10/15/2014 9:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,1310,N GRAND BLVD,77,ZX GAS STATION, ,1217,LEONARD,898106.7,1024167
14-055879,2014-11,10/15/2014 10:00,Y, , ,1, ,73413,2,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,2117,CLEVELAND PL,13, , ,2117,CLEVELAND,887682.3,1012405
14-048105,2014-11,10/15/2014 13:30,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,4250,VIRGINIA AVE,16, ,APARTMENT BUILDING,4250,VIRGINIA,894240,999763.6
14-052698,2014-11,10/15/2014 13:41,Y, , ,1, ,101000,2,FORGERY,3963,CHIPPEWA ST,15,SOUTHSIDE AUTO CREDIT, ,3963,CHIPPEWA,890380.1,1003639
14-052596,2014-11,10/15/2014 14:00,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500,5501,S BROADWAY,1, , ,5501,BROADWAY,894056.5,993874.4
14-053133,2014-11,10/15/2014 15:00,Y, , ,1, ,65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , , , ,0,0
14-048246,2014-11,10/15/2014 17:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1200,S 7TH ST,34,OLD ROCK HOUSE, ,1200,7TH,906986.8,1013016
14-051746,2014-11,10/15/2014 20:36,Y, , ,1, ,91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,2014,E FAIR AVE,68,FIRST STUDENT BUS, ,2014,FAIR,900984.3,1035759
