Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-003338,2015-02,01/21/2015 15:43,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3128,NEW ASHLAND PL,56, ,MIDDLE OF STREET,3132,NEW ASHLAND,896467.9,1030905
15-003523,2015-02,01/21/2015 21:30, , , ,-1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5769, ,72, , ,5769,THEODORE,0,0
15-005151,2015-02,01/22/2011 00:01,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4200,FARLIN AVE,68, ,BEDROOM,4200,FARLIN,0,0
15-005991,2015-02,01/22/2015 00:01,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4566,ANDERSON AVE,69, , ,4466,ANDERSON,895313.7,1036073
15-005613,2015-02,01/22/2015 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4533,MINNESOTA AVE,17, , ,4533,MINNESOTA,894769.4,997859.6
15-005200,2015-02,01/22/2015 11:03,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3431,UNION BLVD,50,SCHNUCK S,NUISANCE ABATEMENT PROPERTY,3431,UNION,888884.8,1036000
15-005202,2015-02,01/23/2015 03:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5009,RUSKIN AVE,71, ,NUISANCE ABATEMENT PROPERTY,5009,RUSKIN,892624.4,1039877
15-005203,2015-02,01/23/2015 03:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5009,RUSKIN AVE,71, ,NUISANCE ABATEMENT PROPERTY,5009,RUSKIN,892624.4,1039877
15-005204,2015-02,01/23/2015 09:15,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8818,JORDAN ST,74, ,NUISANCE ABATEMENT PROPERTY,8818,JORDAN,897220.3,1052835
15-006690,2015-02,01/23/2015 09:24,Y, , ,1, , 95100,1,"STALKING (HARASSMENT ONLY, NO THREAT)",4449,MORGANFORD RD,5, , ,1221,LOCUST,887249.6,1002795
15-005914,2015-02,01/23/2015 10:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4246,W FINNEY AVE,58, ,DWNSTRS,4246,FINNEY,893111.3,1025840
15-008476,2015-02,01/23/2015 11:17,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4633,CECIL PL,4, , ,4633,CECIL,882407.1,996755.8
15-006415,2015-02,01/23/2015 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8626,TRAFFORD LA,73, , ,8626,TRAFFORD,891785.8,1050133
15-006304,2015-02,01/23/2015 17:00,Y, , ,1, , 91123,4,SIMPLE ASSAULT-CHILD/NO INJURY,701,N SPRING AVE,77, ,@CARDINAL RITTER HIGH SCHOOL,701,SPRING,896066.6,1022725
15-006304,2015-02,01/23/2015 17:00,Y, , ,1, , 91123,4,SIMPLE ASSAULT-CHILD/NO INJURY,701,N SPRING AVE,77, ,@CARDINAL RITTER HIGH SCHOOL,701,SPRING,896066.6,1022725
15-003721,2015-02,01/23/2015 20:00, , , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,3007,NORWOOD,52, , ,3007,NORWOOD,0,0
15-003721,2015-02,01/23/2015 20:00, , , ,-1, , 51211,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,3007,NORWOOD,52, , ,3007,NORWOOD,0,0
15-007905,2015-02,01/23/2015 20:13,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3943,LABADIE AVE,56, , ,3943,LABADIE,898082.8,1029269
15-006109,2015-02,01/24/2014 15:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",3204,DELOR ST,16, , ,3204,DELOR,893830.2,996312.2
